site,T,Y,X,treat,ID,field_tag,date,status,c1,c2,ch,canopy,infls,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,stem_d1,notes,stem_d2,lv_stems,dd_stems,herbivory
H,1,47.1,-0.5,remove,846,235,41574,3,1,1,3,,,,,,,,,,,,,0.9,,,,,
H,1,55.7,0,control,233,233,41574,1,2,4,7,,,,,,,,,,,,,1.6,,,,,
H,1,58.7,0.2,control,234,234,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
H,1,61.3,-1.5,remove,847,237,41574,1,2,2,5,,,,,,,,,,,,,2.6,chewed on,,,,1
H,1,63.1,-0.1,remove,236,236,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
H,1,65,1.1,control,238,238,41574,1,4,1,8,,,,,,,,,,,,,2,,,,,
H,1,65,-1,control,848,242,41574,1,3,3,8,,,,,,,,,,,,,2.6,,,,,
H,1,65.8,-1.3,remove,239,239,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
H,1,66.2,-1.9,control,240,240,41574,1,3,3,5,,,,,,,,,,,,,1.5,,,,,
H,1,77,0.4,remove,241,241,41574,1,1,1,3,,,,,,,,,,,,,1,,,,,
H,1,82.3,-0.1,control,244,244,41574,1,1,1,3,,,,,,,,,,,,,0.7,,,,,
H,1,88.4,1.2,control,247,247,41574,1,2,2,4,,,,,,,,,,,,,1.1,,,,,
H,1,99.7,0.2,remove,246,246,41574,1,4,4,8,,,,,,,,,,,,,3.1,,,,,
H,2,5.7,-1.1,remove,197,197,41574,1,48,45,44,12,38,8,8,6,9,7,7,5,7,5,4,,,,,,
H,2,5.9,0.9,control,196,196,41574,1,17,12,30,1,3,7,8,4,,,,,,,,,,,,,
H,2,11,-3.3,remove,199,199,41574,1,80,36,52,20,36,5,4,4,5,5,5,8,6,6,9,,,,,,
H,2,12,0.4,remove,198,198,41574,1,103,100,49,55,235,5,7,8,5,6,6,3,3,5,5,,,,,,
H,2,18.5,-2.1,remove,201,201,41574,1,16,21,29,2,5,2,3,3,5,3,,,,,,,,,,,
H,2,18.6,0.1,remove,200,200,41574,1,27,27,27,4,23,9,6,7,7,9,8,7,7,7,9,,,,,,
H,2,24.3,0.1,control,202,202,41574,1,50,44,38,8,39,5,3,7,6,4,1,5,3,3,4,,,,,,
H,2,26.3,-1.8,control,203,203,41574,1,66,55,67,17,113,5,5,6,7,5,3,7,4,5,4,,,,,,
H,2,30.1,-1.1,remove,205,205,41574,1,19,27,36,2,8,5,2,8,9,7,6,6,5,,,,,,,,
H,2,32.2,0.3,control,204,204,41574,1,15,10,13,1,0,,,,,,,,,,,,,,,,
H,2,35.5,0.1,remove,206,206,41574,1,44,32,45,10,28,6,6,6,6,7,5,8,6,6,7,,,,,,
H,2,37.4,-0.4,remove,207,207,41574,1,74,57,53,19,42,6,4,2,2,10,6,13,9,3,6,,,,,,
H,2,41.1,0.1,control,209,209,41574,1,28,39,47,7,29,6,6,7,6,6,4,4,7,5,6,,,,,,
H,2,42.4,-0.3,control,208,208,41574,1,22,17,28,1,3,7,8,8,,,,,,,,,,,,,
H,2,47.8,0.2,control,210,210,41574,1,51,45,36,7,77,8,7,6,5,11,8,10,8,5,2,,,,,,
H,2,48.9,-1.6,control,211,211,41574,1,93,89,102,26,322,5,6,5,4,5,4,4,6,6,8,,,,,,
H,2,53.1,0.6,remove,212,212,41574,1,11,19,31,1,12,4,4,3,2,4,3,5,4,2,4,,losing leaves,,,,
H,2,54.2,-0.9,remove,213,213,41574,1,21,19,30,2,0,,,,,,,,,,,,,,,,
H,2,60.2,1.1,remove,215,215,41574,1,110,45,51,34,113,6,5,2,6,5,6,5,7,4,7,,,,,,
H,2,60.8,-1.1,remove,214,214,41574,1,39,37,36,10,69,4,3,3,5,4,5,4,4,5,5,,,,,,
H,2,65,-1.3,control,216,216,41574,1,34,22,27,4,17,4,7,7,7,5,6,7,3,2,3,,,,,,
H,2,66.4,-0.5,control,217,217,41574,1,42,59,35,13,28,9,9,9,10,7,12,6,5,7,6,,,,,,
H,2,71.4,1,control,218,218,41574,1,95,52,35,27,128,5,7,2,5,7,6,5,6,6,5,,,,,,
H,2,71.7,-1.5,control,219,219,41574,1,81,69,71,32,290,7,8,8,6,5,6,3,6,5,6,,,,,,
H,2,77.2,-0.5,control,221,221,41574,1,19,9,22,1,3,1,1,1,,,,,,,,,,,,,
H,2,78.1,0,remove,220,220,41574,1,30,27,26,4,6,6,4,4,4,3,5,,,,,,,,,,
H,2,84.1,1.1,control,222,222,41574,1,55,60,40,15,26,6,6,7,7,5,5,6,5,6,8,,,,,,
H,2,84.8,-0.5,remove,223,223,41574,1,60,64,50,18,104,5,5,2,5,6,7,7,9,10,7,,,,,,
H,2,89.7,-0.1,remove,224,224,41574,1,14,8,24,1,0,,,,,,,,,,,,,,,,
H,2,90.2,-2.4,remove,225,225,41574,1,39,10,22,2,5,11,3,5,5,4,,,,,,,,,,,
H,2,90.7,0.5,control,255,255,41574,1,4,3,8,,,,,,,,,,,,,,seedling,,,,
H,2,96.1,0.2,remove,226,226,41574,1,79,70,39,21,136,4,4,5,4,4,4,4,5,3,6,,,,,,
H,2,97.2,-2.7,control,227,227,41574,1,72,50,50,15,63,5,6,3,3,4,3,6,8,6,3,,,,,,
H,3,5,-0.5,control,752,752,41574,1,4,3,5,,,,,,,,,,,,,1.6,,,,,
H,3,5,0.5,remove,753,753,41574,1,1,1,2,,,,,,,,,,,,,2.7,Eaten,,,,1
H,3,7,-0.5,control,552,552,41574,0,,,,,,,,,,,,,,,,,,,,,
H,3,7,0.5,remove,553,553,41574,0,,,,,,,,,,,,,,,,,,,,,
H,3,15,-0.5,control,754,754,41574,0,,,,,,,,,,,,,,,,,,,,,
H,3,15,0.5,remove,755,755,41574,0,,,,,,,,,,,,,,,,,,,,,
H,3,17,0.5,control,554,554,41574,1,2,3,5,,,,,,,,,,,,,1.5,,,,,
H,3,25,-0.5,control,756,756,41574,0,,,,,,,,,,,,,,,,,,,,,
H,3,25,0.5,remove,757,757,41574,0,,,,,,,,,,,,,,,,,,,,,
H,3,27,-0.5,control,556,556,41574,3,2,1,5,,,,,,,,,,,,,1.3,,,,,
H,3,27,0.5,remove,557,557,41574,3,1,1,1,,,,,,,,,,,,,1.4,Eaten,,,,1
H,3,35,-0.5,control,758,758,41574,1,3,2,4,,,,,,,,,,,,,1.4,,,,,
H,3,35,0.5,remove,759,759,41574,1,,,,,,,,,,,,,,,,,"Browsed, original marked as dead but resprouted in spring ",,,,1
H,3,37,-0.5,remove,558,558,41574,1,3,3,4,,,,,,,,,,,,,1.4,,,,,
H,3,45,-0.5,remove,760,760,41574,0,,,,,,,,,,,,,,,,,,,,,
H,3,45,0.5,control,761,761,41574,1,3,3,7,,,,,,,,,,,,,1.8,,,,,
H,3,47,-0.5,remove,560,560,41574,1,2,2,6,,,,,,,,,,,,,1.6,,,,,
H,3,47,0.5,control,561,561,41574,1,4,3,5,,,,,,,,,,,,,1.7,,,,,
H,3,55,-0.5,remove,762,762,41574,1,1,1,3,,,,,,,,,,,,,1.1,,,,,
H,3,55,0.5,control,763,763,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
H,3,57,-0.5,remove,562,562,41574,1,3,3,5,,,,,,,,,,,,,2.4,,,,,
H,3,57,0.5,control,563,563,41574,1,2,1,4,,,,,,,,,,,,,1.4,,,,,
H,3,65,-0.5,remove,764,764,41574,1,2,1,4,,,,,,,,,,,,,1.3,,,,,
H,3,65,0.5,control,765,765,41574,1,4,3,5,,,,,,,,,,,,,1.5,,,,,
H,3,67,-0.5,control,564,564,41574,1,4,2,8,,,,,,,,,,,,,1.8,,,,,
H,3,75,-0.5,remove,766,766,41574,0,,,,,,,,,,,,,,,,,,,,,
H,3,75,0.5,control,767,767,41574,0,,,,,,,,,,,,,,,,,,,,,
H,3,77,0.5,control,567,567,41574,3,1,1,4,,,,,,,,,,,,,1.7,Eaten,,,,1
H,3,85,-0.5,control,768,768,41574,1,3,2,6,,,,,,,,,,,,,1,,,,,
H,3,85,0.5,remove,769,769,41574,1,3,2,7,,,,,,,,,,,,,1.5,,,,,
H,3,87,0.5,control,569,569,41574,1,1,1,4,,,,,,,,,,,,,1.2,,,,,
H,3,95,-0.5,control,770,770,41574,3,1,3,4,,,,,,,,,,,,,1.4,,,,,
H,3,95,0.5,remove,771,771,41574,3,1,1,4,,,,,,,,,,,,,1.4,Eaten,,,,1
H,3,97,-0.5,remove,570,570,41574,0,,,,,,,,,,,,,,,,,,,,,
H,5,17.6,-3.4,control,254,254,41574,1,3,3,5,,,,,,,,,,,,,1.3,,,,,
H,5,40.5,2.4,remove,248,248,41574,0,,,,,,,,,,,,,,,,,,,,,
H,5,50.6,-12.9,control,259,259,41574,1,3,2,4,,,,,,,,,,,,,1.4,,,,,
H,5,69.1,-8.3,remove,256,256,41574,1,4,3,6,,,,,,,,,,,,,1.9,,,,,
H,5,69.2,0.7,control,249,249,41574,1,2,1,5,,,,,,,,,,,,,1.1,,,,,
H,5,69.7,1,remove,250,250,41574,1,4,3,9,,,,,,,,,,,,,2.1,,,,,
H,5,71,-0.8,control,251,251,41574,1,2,1,2,,,,,,,,,,,,,0.9,,,,,
H,5,72.1,-2.2,control,252,252,41574,1,3,2,7,,,,,,,,,,,,,1.5,,,,,
H,5,79.4,-1,remove,844,257,41574,1,2,1,6,,,,,,,,,,,,,1,,,,,
H,5,89,2,control,253,253,41574,1,2,2,6,,,,,,,,,,,,,1.9,,,,,
H,5,92.4,-10,remove,258,258,41574,1,3,4,8,,,,,,,,,,,,,2.4,,,,,
I,1,13.6,-1.5,control,180,180,41588,1,7,5,6,,,,,,,,,,,,,2.1,,,,,
I,1,20.2,-0.7,remove,181,181,41588,1,3,2,5,,,,,,,,,,,,,1.5,,,,,
I,1,32.2,0,remove,182,182,41588,1,1,1,6,,,,,,,,,,,,,1.1,,,,,
I,1,34.3,-2,remove,183,183,41588,1,2,2,3,,,,,,,,,,,,,1.2,,,,,
I,1,43.8,-0.3,control,184,184,41588,1,5,4,7,,,,,,,,,,,,,2.1,,,,,
I,1,46.1,0.4,remove,185,185,41588,1,4,3,6,,,,,,,,,,,,,1.7,,,,,
I,1,49,0.9,remove,186,186,41588,1,2,2,8,,,,,,,,,,,,,1.4,,,,,
I,1,50.3,-0.6,control,187,187,41588,1,3,2,6,,,,,,,,,,,,,1.5,,,,,
I,1,50.6,0.45,control,189,189,41588,1,1,1,2,,,,,,,,,,,,,1,,,,,
I,1,50.7,1.7,control,188,188,41588,1,2,3,6,,,,,,,,,,,,,1.6,,,,,
I,1,52.7,0.5,remove,191,191,41588,1,4,4,6,,,,,,,,,,,,,1.4,,,,,
I,1,62.2,0,control,192,192,41588,1,3,3,5,,,,,,,,,,,,,1.8,,,,,
I,1,67.4,0.5,remove,193,193,41588,1,3,4,7,,,,,,,,,,,,,2.3,,,,,
I,1,72.7,0.4,control,194,194,41588,1,5,4,6,,,,,,,,,,,,,1.8,,,,,
I,1,88.3,0,control,837,195,41588,1,5,5,9,,,,,,,,,,,,,1.9,,,,,
I,1,99,0.1,remove,836,190,41588,1,3,3,3,,,,,,,,,,,,,2.6,,,,,
I,3,2.3,-0.2,remove,165,165,41588,1,67,47,47,17,222,7,7,8,7,7,8,8,8,4,6,,,,,,
I,3,6,0.6,control,164,164,41588,1,30,28,30,5,46,6,5,5,6,4,4,4,3,2,6,,,,,,
I,3,16.6,-1.1,remove,166,166,41588,1,30,16,33,4,14,4,4,3,4,5,3,3,2,2,4,,,,,,
I,3,24,-0.4,remove,167,167,41588,1,41,34,38,7,84,7,3,4,6,2,4,3,5,5,3,,,,,,
I,3,30.3,0.9,control,168,168,41588,1,6,5,10,1,0,,,,,,,,,,,,,,,,
I,3,35.8,0.1,remove,169,169,41588,1,47,44,47,15,173,4,4,6,5,4,3,5,4,4,7,,,,,,
I,3,41.6,0.4,remove,170,170,41588,1,28,32,34,5,72,6,7,3,4,4,7,3,6,5,4,,,,,,
I,3,47.9,0.5,control,171,171,41588,1,65,60,45,25,270,5,5,5,6,4,7,5,8,4,7,,,,,,
I,3,53.3,1.3,remove,172,172,41588,1,15,6,45,2,14,5,5,6,3,7,5,5,5,4,5,,,,,,
I,3,60,-0.2,control,173,173,41588,1,36,32,54,6,58,3,3,3,4,1,4,4,4,2,4,,,,,,
I,3,65.1,-1.8,remove,174,174,41588,1,8,4,14,1,0,,,,,,,,,,,,,,,,
I,3,71.6,0.6,control,175,175,41588,1,68,46,53,17,209,5,4,7,5,3,8,7,4,4,7,,,,,,
I,3,79.2,-0.1,control,176,176,41588,1,20,14,35,3,42,3,10,3,4,3,5,9,4,7,4,,,,,,
I,3,83.9,0.1,control,177,177,41588,1,57,20,46,6,116,7,6,7,5,6,4,6,6,2,4,,,,,,
I,3,89.5,-0.1,control,178,178,41588,1,20,12,48,2,45,5,4,4,5,3,5,4,4,5,4,,,,,,
I,3,96.3,0,remove,179,179,41588,1,51,35,39,13,133,7,6,5,4,3,7,4,5,5,6,,,,,,
I,4,25,-0.5,control,816,816,41588,3,1,1,3,,,,,,,,,,,,,1.4,,,,,
I,4,37,-0.5,remove,618,618,41588,1,3,1,5,,,,,,,,,,,,,2,,,,,
I,4,45,-0.5,control,820,820,41588,1,3,2,7,,,,,,,,,,,,,1.2,,,,,
I,4,45,0.5,remove,821,821,41588,1,2,2,6,,,,,,,,,,,,,1.2,,,,,
I,4,55,-0.5,control,822,822,41588,1,3,1,6,,,,,,,,,,,,,1.3,drying out,,,,
I,4,55,0.5,remove,823,823,41588,1,2,2,5,,,,,,,,,,,,,1.1,,,,,
I,4,67,-0.5,remove,624,624,41588,3,1,1,8,,,,,,,,,,,,,1.9,,,,,
I,4,74,0.5,control,827,827,41588,3,1,3,4,,,,,,,,,,,,,1.4,,,,,
I,4,85,-0.5,remove,828,828,41588,0,,,,,,,,,,,,,,,,,,,,,
I,4,85,0.5,control,829,829,41588,3,2,1,4,,,,,,,,,,,,,1.4,,,,,
I,4,87,-0.5,control,628,628,41588,1,2,1,4,,,,,,,,,,,,,1.3,,,,,
I,4,87,0.5,remove,629,629,41588,3,1,1,1,,,,,,,,,,,,,0.7,no leaves,,,,
J,2,2.2,-1.1,control,260,260,41575,1,1,1,4,,,,,,,,,,,,,1,,,,,
J,2,3.1,0.9,control,261,261,41575,2,,,,,,,,,,,,,,,,,,,,,
J,2,12.8,-0.4,control,262,262,41575,0,,,,,,,,,,,,,,,,,,,,,
J,2,17.6,-0.8,remove,263,263,41575,1,2,2,5,,,,,,,,,,,,,1.4,,,,,
J,2,19.7,1.5,control,264,264,41575,3,1,1,2,,,,,,,,,,,,,0.5,,,,,
J,2,29.9,0,control,265,265,41575,1,2,1,6,,,,,,,,,,,,,1.5,,,,,
J,2,30.8,0.6,remove,266,266,41575,1,3,2,6,,,,,,,,,,,,,2,,,,,
J,2,39.3,2.4,control,267,267,41575,1,1,1,3,,,,,,,,,,,,,1.9,,,,,
J,2,44.3,-0.8,remove,268,268,41575,3,1,1,2,,,,,,,,,,,,,0.3,no leaves,,,,
J,2,45,0.4,remove,269,269,41575,1,3,2,5,,,,,,,,,,,,,1.5,,,,,
J,2,45.3,-0.6,remove,270,270,41575,0,,,,,,,,,,,,,,,,,,,,,
J,2,45.9,-0.9,remove,271,271,41575,0,,,,,,,,,,,,,,,,,LT-Eaten,,,,1
J,2,46.9,-0.9,remove,272,272,41575,0,,,,,,,,,,,,,,,,,,,,,
J,2,55,1,remove,273,273,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
J,2,56.9,-0.1,control,274,274,41575,0,,,,,,,,,,,,,,,,,,,,,
J,2,57.4,1.2,remove,275,275,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
J,2,58.4,1.7,control,276,276,41575,3,1,1,2,,,,,,,,,,,,,0.3,,,,,
J,2,66.3,1,control,277,277,41575,1,1,1,3,,,,,,,,,,,,,0.6,,,,,
J,2,76.5,1.7,control,278,278,41575,1,2,2,6,,,,,,,,,,,,,1.7,,,,,
J,2,83.1,0.9,remove,279,279,41575,3,1,1,4,,,,,,,,,,,,,1.4,,,,,
J,2,88.2,0,remove,281,281,41575,1,3,2,7,,,,,,,,,,,,,1.3,weird white spots (insects?),,,,
J,3,6,-0.1,control,320,320,41575,1,27,38,75,5,3,11,11,10,,,,,,,,,,,,,
J,3,12.6,0.3,remove,321,321,41575,1,84,64,82,37,144,8,8,7,9,8,7,8,8,12,10,,,,,,
J,3,17.7,-0.1,remove,322,322,41575,1,39,22,61,5,41,4,4,4,5,3,5,3,6,6,4,,,,,,
J,3,24.6,0,remove,323,323,41575,1,67,53,69,18,54,7,5,6,8,10,8,6,3,7,9,,,,,,
J,3,30.3,-0.1,control,324,324,41575,1,14,11,30,1,0,,,,,,,,,,,,,,,,
J,3,35.8,0.5,remove,325,325,41575,1,87,64,46,13,43,5,8,8,5,5,5,11,10,4,8,,,,,,
J,3,41.6,0.4,remove,326,326,41575,1,12,17,43,1,2,3,7,,,,,,,,,,,,,,
J,3,47.8,0,control,327,327,41575,1,84,67,71,14,85,4,5,10,4,5,4,5,6,4,4,,,,,,
J,3,53.8,0.2,remove,328,328,41575,1,34,16,34,2,8,5,5,4,6,6,5,3,5,,,,,,,,
J,3,59.8,-0.8,control,329,329,41575,1,46,50,60,13,47,4,6,5,6,6,5,9,5,5,4,,,,,,
J,3,65.9,0,remove,330,330,41575,1,10,9,24,1,0,,,,,,,,,,,,,,,,
J,3,72.4,0.2,remove,331,331,41575,1,79,51,60,17,18,8,9,8,10,6,12,11,4,8,8,,,,,,
J,3,77.7,0,control,332,332,41575,1,8,5,15,1,0,,,,,,,,,,,,,,,,
J,3,83.7,0.6,control,333,333,41575,1,72,56,85,19,77,6,9,5,7,4,11,3,7,11,7,,,,,,
J,3,90.9,-0.1,control,334,334,41575,1,23,19,26,3,2,8,6,,,,,,,,,,,,,,
J,3,95.9,-0.5,control,335,335,41575,1,73,53,35,6,59,8,7,6,8,4,5,8,7,5,6,,,,,,
J,4,5,0.5,control,633,633,41575,1,3,2,4,,,,,,,,,,,,,1,,,,,
J,4,7,-0.5,control,432,432,41575,1,4,4,8,,,,,,,,,,,,,2.2,,,,,
J,4,7,0.5,remove,433,433,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
J,4,15,-0.5,remove,634,634,41575,0,,,,,,,,,,,,,,,,,LT,,,,
J,4,15,0.5,control,635,635,41575,1,3,2,5,,,,,,,,,,,,,2.4,,,,,
J,4,17,0.5,control,435,435,41575,1,2,2,5,,,,,,,,,,,,,1.9,,,,,
J,4,25,-0.5,remove,636,636,41575,1,3,2,6,,,,,,,,,,,,,1.4,,,,,
J,4,25,0.5,control,637,637,41575,1,2,1,5,,,,,,,,,,,,,1.6,,,,,
J,4,27,-0.5,remove,436,436,41575,1,4,4,6,,,,,,,,,,,,,2.4,,,,,
J,4,27,0.5,control,437,437,41575,1,3,2,4,,,,,,,,,,,,,1.4,,,,,
J,4,35,-0.5,control,638,638,41575,1,3,3,5,,,,,,,,,,,,,1.5,,,,,
J,4,35,0.5,remove,639,639,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
J,4,37,-0.5,remove,438,438,41575,1,1,1,3,,,,,,,,,,,,,1.1,,,,,
J,4,37,0.5,control,439,439,41575,1,4,4,8,,,,,,,,,,,,,2.1,,,,,
J,4,47,-0.5,control,440,440,41575,1,3,3,6,,,,,,,,,,,,,1.6,,,,,
J,4,47,0.5,remove,441,441,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
J,4,55,-0.5,remove,642,642,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
J,4,55,0.5,control,643,643,41575,1,3,3,6,,,,,,,,,,,,,1.5,,,,,
J,4,57,-0.5,control,442,442,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
J,4,57,0.5,remove,443,443,41575,1,3,2,5,,,,,,,,,,,,,1.9,,,,,
J,4,65,-0.5,control,644,644,41575,1,2,2,4,,,,,,,,,,,,,1.1,,,,,
J,4,67,-0.5,control,444,444,41575,1,2,2,5,,,,,,,,,,,,,1.4,,,,,
J,4,67,0.5,remove,445,445,41575,1,3,2,5,,,,,,,,,,,,,1.7,,,,,
J,4,75,-0.5,remove,646,735,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
J,4,75,0.5,control,647,647,41575,1,1,1,3,,,,,,,,,,,,,1.2,,,,,
J,4,77,-0.5,control,446,446,41575,1,4,3,6,,,,,,,,,,,,,2.2,,,,,
J,4,77,0.5,remove,447,447,41575,1,2,1,6,,,,,,,,,,,,,2.6,,,,,
J,4,85,-0.5,remove,648,648,41575,1,3,2,3,,,,,,,,,,,,,1.3,,,,,
J,4,85,0.5,control,649,649,41575,1,4,2,5,,,,,,,,,,,,,1.5,,,,,
J,4,87,-0.5,remove,448,448,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
J,4,87,0.5,control,449,449,41575,0,,,,,,,,,,,,,,,,,Eaten,,,,1
K,2,0,2.8,control,282,282,41573,1,2,3,4,,,,,,,,,,,,,1,,,,,
K,2,1.7,2,control,283,283,41573,1,1,2,3,,,,,,,,,,,,,1.4,,,,,
K,2,2.3,2.3,remove,284,284,41573,0,,,,,,,,,,,,,,,,,,,,,
K,2,4.3,2.5,remove,285,285,41573,1,3,3,5,,,,,,,,,,,,,1.2,,,,,
K,2,7.1,-1.3,remove,286,286,41573,1,2,3,5,,,,,,,,,,,,,2.1,,,,,
K,2,9,1.5,control,287,287,41573,1,3,4,4,,,,,,,,,,,,,1.6,,,,,
K,2,14.1,-0.6,remove,289,289,41573,1,2,1,5,,,,,,,,,,,,,1.1,,,,,
K,2,14.4,0.1,remove,288,288,41573,0,,,,,,,,,,,,,,,,,LT,,,,
K,2,36.5,-1.2,control,291,291,41573,1,3,3,4,,,,,,,,,,,,,1.4,,,,,
K,2,39.4,-2.2,remove,294,294,41573,1,3,3,3,,,,,,,,,,,,,2,,,,,
K,2,40.1,-1.1,remove,293,293,41573,1,6,6,8,,,,,,,,,,,,,2.9,,,,,
K,2,48,-2.9,control,295,295,41573,1,4,5,8,,,,,,,,,,,,,2.9,,,,,
K,2,53.9,-3.6,control,296,296,41573,1,1,1,4,,,,,,,,,,,,,0.9,,,,,
K,2,59.3,1.8,remove,297,297,41573,1,3,3,8,,,,,,,,,,,,,1.5,,,,,
K,2,60.3,-3.4,remove,298,298,41573,1,2,1,5,,,,,,,,,,,,,1,,,,,
K,2,61.8,-4,control,299,299,41573,1,2,2,4,,,,,,,,,,,,,1,,,,,
K,2,92.3,-0.6,control,300,300,41573,1,3,2,7,,,,,,,,,,,,,1.3,,,,,
K,2,94.3,-1.2,control,301,301,41573,1,3,2,6,,,,,,,,,,,,,2,,,,,
K,2,95.6,-1.4,control,302,302,41573,1,2,2,6,,,,,,,,,,,,,1.1,,,,,
K,2,95.8,0.8,control,303,303,41573,1,4,4,6,,,,,,,,,,,,,1.6,,,,,
K,3,6.5,-0.6,remove,304,304,41573,1,29,11,21,2,1,5,,,,,,,,,,,,,,,
K,3,12.8,-0.6,control,305,305,41573,1,93,101,55,50,853,2,3,3,3,2,1,2,2,3,2,,,,,,
K,3,17.8,-0.9,control,306,306,41573,1,17,13,22,1,0,,,,,,,,,,,,,,,,
K,3,24.1,-0.4,control,307,307,41573,1,42,40,29,9,89,7,4,6,5,8,6,3,5,3,5,,,,,,
K,3,30.4,-0.1,remove,308,308,41573,1,9,6,13,1,0,,,,,,,,,,,,,,,,
K,3,36.3,0.1,control,309,309,41573,1,50,64,33,16,174,2,2,3,5,3,2,3,2,2,2,,,,,,
K,3,41.2,0.4,control,310,310,41573,1,32,23,25,4,2,1,1,,,,,,,,,,sterile inflorescences,,,,
K,3,48.3,-0.7,remove,311,311,41573,1,53,17,42,6,50,3,6,4,5,5,5,4,5,4,6,,,,,,
K,3,54.7,-0.3,remove,312,312,41573,1,26,17,26,2,12,3,3,2,3,4,3,4,4,3,5,,,,,,
K,3,60.3,-0.4,remove,313,313,41573,1,62,45,46,21,200,2,2,2,3,1,2,2,1,1,1,,,,,,
K,3,66.2,-0.3,control,314,314,41573,1,35,22,29,3,55,5,5,5,5,3,4,4,4,4,3,,,,,,
K,3,72.8,0,control,315,315,41573,1,54,39,25,13,132,5,4,5,6,3,3,5,3,4,3,,,,,,
K,3,77.1,-0.5,control,316,316,41573,1,26,21,18,3,6,5,7,2,6,5,2,,,,,,,,,,
K,3,83.3,0.3,remove,317,317,41573,1,88,57,45,35,239,3,3,3,3,2,4,3,2,5,4,,,,,,
K,3,90.6,0.9,remove,318,318,41573,1,32,22,25,4,82,5,5,4,4,4,5,6,5,2,4,,,,,,
K,3,96.3,0.5,remove,319,319,41573,1,89,114,46,57,865,3,3,4,4,3,4,4,3,2,5,,,,,,
K,4,5,-0.5,remove,672,672,41573,0,,,,,,,,,,,,,,,,,,,,,
K,4,5,0.5,control,673,673,41573,0,,,,,,,,,,,,,,,,,,,,,
K,4,15,0.5,remove,675,675,41573,0,,,,,,,,,,,,,,,,,,,,,
K,4,25,-0.5,remove,676,676,41573,1,,,,,,,,,,,,,,,,,changed status from 0 to 1 because it was marked alive in the spring,,,,
K,4,35,-0.5,control,678,678,41573,1,3,2,6,,,,,,,,,,,,,1.6,,,,,
K,4,37,0.5,control,479,479,41573,0,,,,,,,,,,,,,,,,,,,,,
K,4,55,-0.5,remove,682,682,41573,1,3,3,5,,,,,,,,,,,,,1.2,,,,,
K,4,65,-0.5,control,684,684,41573,1,3,3,7,,,,,,,,,,,,,1.3,,,,,
K,4,95,0.5,remove,691,691,41573,1,3,2,4,,,,,,,,,,,,,1.5,,,,,
K,4,97,-0.5,control,490,490,41573,3,1,1,4,,,,,,,,,,,,,0.9,Only 2 leaves left,,,,
L,4,6.3,0.6,remove,368,368,41588,1,59,40,58,16,140,3,4,4,5,4,4,4,4,5,6,,,,,,
L,4,12.3,0,control,369,369,41588,1,62,69,55,23,131,8,9,7,8,8,4,6,5,5,5,,,,,,
L,4,17.5,0.5,control,370,370,41588,1,26,18,26,4,116,2,2,1,5,3,3,3,4,2,3,,,,,,
L,4,24,0.8,control,371,371,41588,1,112,86,51,44,235,6,4,6,3,6,6,4,5,6,6,,,,,,
L,4,30.1,0.5,remove,372,372,41588,1,38,19,26,4,0,,,,,,,,,,,,,,,,
L,4,38.6,1.1,control,373,373,41588,1,122,98,57,53,456,12,10,10,7,12,12,13,13,11,9,,,,,,
L,4,41.4,1.5,remove,374,374,41588,1,5,7,14,1,0,,,,,,,,,,,,,,,,
L,4,49,0.3,remove,375,375,41588,1,85,103,49,54,544,5,6,7,5,5,6,3,7,6,5,,,,,,
L,4,53.7,0.3,control,376,376,41588,1,40,29,38,9,25,8,4,4,5,5,5,3,2,3,2,,,,,,
L,4,60.3,0.6,remove,377,377,41588,1,130,180,73,126,891,4,9,8,9,6,10,8,7,8,5,,,,,,
L,4,66.6,-1,control,378,378,41588,1,20,10,17,1,0,,,,,,,,,,,,,,,,
L,4,72,-0.7,remove,379,379,41588,1,37,32,36,8,232,3,3,3,4,3,2,3,3,4,4,,,,,,
L,4,78.5,-0.1,control,380,380,41588,1,30,23,25,3,8,3,4,4,4,3,4,6,7,,,,,,,,
L,4,80.4,2.9,remove,381,381,41588,1,62,44,45,21,50,5,8,7,9,10,4,3,9,9,7,,,,,,
L,4,89.5,-0.9,remove,382,382,41588,1,33,14,26,3,18,8,7,4,5,8,6,5,6,5,5,,,,,,
L,4,95.9,-0.2,remove,383,383,41588,1,40,44,26,7,18,7,2,5,3,7,3,3,4,4,2,,,,,,
L,3,4.2,0.1,control,336,336,41575,1,2,1,4,,,,,,,,,,,,,0.9,,,,,
