site,T,Y,X,treat,ID,field_tag,date,status,c1,c2,ch,canopy,infls,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,stem_d1,notes,stem_d2,lv_stems,dd_stems,herbivory
L,3,14.9,-4.3,control,337,337,41575,1,3,2,6,,,,,,,,,,,,,1.6,,,,,
L,3,15.8,-3.3,control,338,338,41575,1,4,6,6,,,,,,,,,,,,,2.2,,,,,
L,3,19.2,-2.3,control,339,339,41575,3,1,1,7,,,,,,,,,,,,,2,,,,,
L,3,20.7,-0.7,remove,340,340,41575,1,3,3,3,,,,,,,,,,,,,1.8,,,,,
L,3,23.1,-3.9,control,341,341,41575,1,4,3,9,,,,,,,,,,,,,4,,,,,
L,3,24.9,2.2,control,342,342,41575,1,4,3,8,,,,,,,,,,,,,1.6,,,,,
L,3,25.5,0.9,control,343,343,41575,1,4,4,11,,,,,,,,,,,,,2.2,,,,,
L,3,26.5,-3.1,remove,344,344,41575,1,4,3,11,,,,,,,,,,,,,2.9,,,,,
L,3,27.6,-2.8,control,345,345,41575,1,2,2,4,,,,,,,,,,,,,1.2,,,,,
L,3,29.7,-0.6,control,346,346,41575,1,4,5,8,,,,,,,,,,,,,2.2,,,,,
L,3,30.7,-0.1,control,348,348,41575,1,2,1,4,,,,,,,,,,,,,1.2,,,,,
L,3,31.2,-0.7,remove,347,347,41575,1,6,5,12,,,,,,,,,,,,,3,,,,,
L,3,33.8,3.6,control,349,349,41575,1,3,3,6,,,,,,,,,,,,,1.2,stepped on,,,,
L,3,34.1,2.2,remove,350,350,41575,1,1,1,2,,,,,,,,,,,,,0.5,,,,,
L,3,39.9,0.8,remove,352,352,41575,1,2,1,6,,,,,,,,,,,,,1.7,,,,,
L,3,42.6,-1,remove,354,354,41575,1,4,4,9,,,,,,,,,,,,,2.2,,,,,
L,3,45.5,4.7,remove,355,355,41575,1,3,3,6,,,,,,,,,,,,,1.3,,,,,
L,3,49.8,1,remove,356,356,41575,1,3,2,5,,,,,,,,,,,,,1.4,,,,,
L,3,53.1,2,remove,357,357,41575,1,1,1,4,,,,,,,,,,,,,1.8,,,,,
L,3,57.1,-2.6,control,358,358,41575,1,4,3,7,,,,,,,,,,,,,1.6,,,,,
L,3,58.6,-3.5,remove,359,359,41575,1,3,2,5,,,,,,,,,,,,,1,,,,,
L,3,58.9,-2.8,remove,360,360,41575,1,4,3,6,,,,,,,,,,,,,1.5,,,,,
L,3,59.8,-3.5,control,361,361,41575,1,2,2,5,,,,,,,,,,,,,0.9,,,,,
L,3,67.8,1,control,362,362,41575,1,1,2,4,,,,,,,,,,,,,1,,,,,
L,3,70.3,2,remove,363,363,41575,1,2,2,7,,,,,,,,,,,,,1.2,,,,,
L,3,72.7,-2.5,remove,365,365,41575,1,2,1,3,,,,,,,,,,,,,1.2,,,,,
L,3,74.8,-3,remove,366,366,41575,1,2,1,7,,,,,,,,,,,,,1.5,,,,,
L,3,77.5,-1.4,control,367,367,41575,1,1,1,3,,,,,,,,,,,,,0.8,,,,,
L,2,6.2,-0.5,remove,384,384,41575,1,47,28,39,7,13,5,6,8,5,9,10,8,7,6,13,,,,,,
L,2,10.8,-0.8,remove,385,385,41575,1,64,59,49,20,173,10,10,9,10,6,11,7,9,8,10,,,,,,
L,2,17.6,0.9,control,386,386,41575,1,11,9,19,1,0,,,,,,,,,,,,,,,,
L,2,23.1,-1.8,control,387,387,41575,1,101,90,60,68,260,11,6,5,8,8,7,6,7,7,6,,,,,,
L,2,29.3,0,remove,388,388,41575,1,27,20,35,4,0,,,,,,,,,,,,infls. Eaten,,,,
L,2,35.7,-0.4,control,389,389,41575,1,66,55,67,26,230,7,7,8,8,7,2,6,3,9,8,,,,,,
L,2,42.6,-0.1,control,390,390,41575,1,6,5,34,1,0,,,,,,,,,,,,,,,,
L,2,47.2,0,remove,391,391,41575,1,70,54,60,19,190,4,5,5,4,4,6,6,4,3,6,,,,,,
L,2,53.9,1.1,control,392,392,41575,1,24,19,28,3,5,8,5,6,6,6,,,,,,,,,,,
L,2,57.3,-0.9,remove,393,393,41575,1,65,82,55,36,258,7,10,10,7,10,16,8,10,9,7,,,,,,
L,2,65.7,-0.4,remove,394,394,41575,1,36,10,27,3,33,4,8,7,8,8,10,7,8,6,5,,,,,,
L,2,70.5,0.1,control,395,395,41575,1,57,27,35,8,25,7,7,4,7,9,7,6,4,5,4,,,,,,
L,2,77.2,-0.1,control,396,396,41575,1,31,15,34,3,1,6,,,,,,,,,,,many sterile infls.,,,,
L,2,81,-0.2,control,397,397,41575,1,66,47,48,14,2,11,1,,,,,,,,,,,,,,
L,2,90.4,-0.3,remove,398,398,41575,1,7,7,9,1,0,,,,,,,,,,,,,,,,
L,2,97,-1,control,399,399,41575,1,81,52,41,19,199,5,6,7,5,8,7,7,6,9,7,,,,,,
L,5,5,0.5,remove,773,773,41575,1,2,2,5,,,,,,,,,,,,,1.1,,,,,
L,5,7,0.5,remove,573,573,41575,1,3,2,5,,,,,,,,,,,,,1.5,,,,,
L,5,15,0.5,control,775,775,41575,1,2,1,6,,,,,,,,,,,,,1.4,,,,,
L,5,17,-0.5,remove,574,574,41575,1,2,1,4,,,,,,,,,,,,,2,,,,,
L,5,25,-0.5,control,776,776,41575,1,3,2,5,,,,,,,,,,,,,1.1,,,,,
L,5,25,0.5,remove,777,777,41575,1,3,2,6,,,,,,,,,,,,,1.1,,,,,
L,5,27,0.5,remove,577,577,41575,1,4,3,7,,,,,,,,,,,,,2.1,,,,,
L,5,35,-0.5,remove,778,778,41575,1,1,1,4,,,,,,,,,,,,,1.2,,,,,
L,5,35,0.5,control,779,779,41575,1,3,2,5,,,,,,,,,,,,,1.7,,,,,
L,5,37,-0.5,remove,578,578,41575,1,4,2,6,,,,,,,,,,,,,1.9,,,,,
L,5,37,0.5,control,579,579,41575,1,4,2,5,,,,,,,,,,,,,2.5,,,,,
L,5,45,-0.5,remove,780,780,41575,1,1,1,4,,,,,,,,,,,,,1.2,,,,,
L,5,45,0.5,control,781,781,41575,1,3,2,5,,,,,,,,,,,,,1.8,,,,,
L,5,47,-0.5,control,580,580,41575,1,3,3,4,,,,,,,,,,,,,1.4,,,,,
L,5,47,0.5,remove,581,581,41575,1,3,2,5,,,,,,,,,,,,,1.4,,,,,
L,5,55,-0.5,control,782,782,41575,1,3,4,6,,,,,,,,,,,,,1.6,,,,,
L,5,55,0.5,remove,783,783,41575,1,4,3,6,,,,,,,,,,,,,2.1,,,,,
L,5,58,-0.5,control,582,582,41575,1,2,2,4,,,,,,,,,,,,,1.2,,,,,
L,5,58,0.5,remove,583,583,41575,1,3,3,5,,,,,,,,,,,,,1.9,,,,,
L,5,65,-0.5,remove,784,784,41575,1,2,2,4,,,,,,,,,,,,,1.2,,,,,
L,5,65,0.5,control,785,785,41575,1,3,3,5,,,,,,,,,,,,,1.2,,,,,
L,5,67,-0.5,remove,584,584,41575,1,4,4,8,,,,,,,,,,,,,3.1,,,,,
L,5,67,0.5,control,585,585,41575,1,3,1,7,,,,,,,,,,,,,1.6,,,,,
L,5,75,-0.5,control,786,786,41575,1,3,2,7,,,,,,,,,,,,,1.2,,,,,
L,5,75,0.5,remove,787,787,41575,1,3,2,6,,,,,,,,,,,,,2.6,,,,,
L,5,78,-0.5,remove,586,586,41575,1,3,3,6,,,,,,,,,,,,,2,,,,,
L,5,78,0.5,control,587,587,41575,3,4,4,6,,,,,,,,,,,,,2.5,,,,,
L,5,85,-0.5,remove,788,788,41575,1,2,2,4,,,,,,,,,,,,,1,,,,,
L,5,85,0.5,control,789,789,41575,1,4,3,4,,,,,,,,,,,,,1.6,,,,,
L,5,87,-0.5,control,588,588,41575,1,2,2,6,,,,,,,,,,,,,1.2,,,,,
L,5,87,0.5,remove,589,589,41575,1,3,2,6,,,,,,,,,,,,,1.4,,,,,
L,5,95,-0.5,remove,790,790,41575,1,1,1,4,,,,,,,,,,,,,0.9,,,,,
L,5,95,0.5,control,791,791,41575,1,3,3,4,,,,,,,,,,,,,1.5,,,,,
L,5,97,-0.5,control,590,590,41575,1,3,3,5,,,,,,,,,,,,,1.2,,,,,
L,5,97,0.5,remove,591,591,41575,1,2,2,4,,,,,,,,,,,,,1,,,,,
M,2,1.6,-3,control,400,400,41574,1,1,4,4,,,,,,,,,,,,,1,,,,,
M,2,3.7,-1.7,control,401,401,41574,1,3,3,6,,,,,,,,,,,,,1.5,,,,,
M,2,6.5,-2.6,control,402,402,41574,1,2,1,5,,,,,,,,,,,,,1.8,,,,,
M,2,14.1,1,remove,403,403,41574,1,3,3,8,,,,,,,,,,,,,2.2,,,,,
M,2,17.1,-1.5,remove,404,404,41574,1,1,1,7,,,,,,,,,,,,,1.6,,,,,
M,2,17.5,-4,remove,405,405,41574,3,3,3,7,,,,,,,,,,,,,1.6,,,,,
M,2,27.5,2.5,remove,406,406,41574,1,2,1,5,,,,,,,,,,,,,1.1,,,,,
M,2,30,1.5,remove,407,407,41574,1,4,3,5,,,,,,,,,,,,,2,,,,,
M,2,43.9,-0.3,control,409,409,41574,1,2,2,5,,,,,,,,,,,,,1.1,,,,,
M,2,47.5,0.2,remove,410,410,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
M,2,47.8,-0.5,remove,411,411,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
M,2,54.5,-0.8,control,412,412,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
M,2,57.4,3.3,control,414,414,41574,1,2,2,9,,,,,,,,,,,,,2.1,,,,,
M,2,57.7,1.2,remove,413,413,41574,0,,,,,,,,,,,,,,,,,bark stripped or chewed off,,,,1
M,2,77.5,0.2,control,415,415,41574,1,2,2,6,,,,,,,,,,,,,2.3,,,,,
M,3,5.9,-0.4,control,416,416,41574,1,16,12,33,1,2,10,10,,,,,,,,,,,,,,
M,3,12.4,-0.5,control,417,417,41574,1,82,49,54,16,87,12,8,9,4,8,9,6,7,8,3,,,,,,
M,3,18.1,0,remove,418,418,41574,1,32,29,56,5,10,3,6,4,5,1,3,4,4,2,1,,,,,,
M,3,24.7,-0.1,remove,419,419,41574,1,140,106,73,46,99,5,10,10,8,5,7,5,4,3,3,,,,,,
M,3,30.1,-0.1,remove,420,420,41574,1,35,29,54,5,10,6,9,1,2,4,8,9,5,4,5,,,,,,
M,3,36.5,-0.3,remove,421,421,41574,1,145,66,54,38,155,10,6,6,6,10,4,3,9,7,6,,,,,,
M,3,42,0.1,remove,422,422,41574,0,,,,,,,,,,,,,,,,,,,,,
M,3,47.9,0.1,control,423,423,41574,1,61,45,65,10,14,6,8,8,8,8,4,8,5,4,8,,,,,,
M,3,54.3,-0.7,control,424,424,41574,1,5,5,13,1,0,,,,,,,,,,,,,,,,
M,3,60.7,-0.4,control,425,425,41574,1,76,49,67,20,50,10,9,9,6,6,5,3,5,5,3,,,,,,
M,3,65.8,-0.1,control,426,426,41574,1,14,15,33,1,2,1,11,,,,,,,,,,,,,,
M,3,71.8,0.3,remove,427,427,41574,1,78,46,75,21,73,3,2,3,4,3,3,3,7,7,3,,,,,,
M,3,78.3,0,remove,428,428,41574,1,40,23,53,2,6,4,4,4,4,2,2,,,,,,,,,,
M,3,84.1,0.1,control,429,429,41574,1,57,61,74,17,118,2,5,6,5,4,4,6,4,4,6,,,,,,
M,3,95.9,0.6,remove,431,431,41574,1,55,57,70,11,58,5,3,6,2,4,2,4,1,4,5,,,,,,
M,4,5,-0.5,control,712,712,41574,1,3,3,6,,,,,,,,,,,,,1.2,,,,,
M,4,7,-0.5,control,512,512,41574,1,3,3,6,,,,,,,,,,,,,2,,,,,
M,4,7,0.5,remove,513,513,41574,1,3,2,5,,,,,,,,,,,,,2.5,,,,,
M,4,15,-0.5,control,714,714,41574,1,4,3,6,,,,,,,,,,,,,2.6,,,,,
M,4,15,0.5,remove,715,715,41574,1,,,,,,,,,,,,,,,,,"Eaten, changed status from 0 to 1 because plant was recorded alive in early spring 2014",,,,1
M,4,17,-0.5,remove,514,514,41574,1,2,1,3,,,,,,,,,,,,,1.8,,,,,
M,4,17,0.5,control,515,515,41574,1,2,2,5,,,,,,,,,,,,,1.3,,,,,
M,4,25,-0.5,control,716,716,41574,3,1,1,4,,,,,,,,,,,,,0.9,,,,,
M,4,25,0.5,remove,717,717,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
M,4,27,-0.5,remove,516,516,41574,1,3,3,5,,,,,,,,,,,,,1.5,,,,,
M,4,27,0.5,control,517,517,41574,1,1,1,4,,,,,,,,,,,,,0.9,,,,,
M,4,35,-0.5,control,718,718,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
M,4,35,0.5,remove,719,719,41574,1,3,1,5,,,,,,,,,,,,,1.2,,,,,
M,4,37,0.5,control,519,519,41574,1,2,2,4,,,,,,,,,,,,,1,,,,,
M,4,45,0.5,remove,721,721,41574,0,,,,,,,,,,,,,,,,,LT,,,,
M,4,47,-0.5,control,520,520,41574,1,3,2,4,,,,,,,,,,,,,1.4,,,,,
M,4,47,0.5,remove,521,521,41574,1,2,2,6,,,,,,,,,,,,,1.5,,,,,
M,4,57,-0.5,control,522,522,41574,3,2,1,4,,,,,,,,,,,,,1.8,,,,,
M,4,65,-0.5,remove,724,724,41574,0,,,,,,,,,,,,,,,,,Eaten,,,,1
M,4,65,0.5,control,725,725,41574,1,3,2,6,,,,,,,,,,,,,1.5,,,,,
M,4,67,-0.5,remove,524,524,41574,1,1,2,5,,,,,,,,,,,,,1.7,,,,,
M,4,67,0.5,control,525,525,41574,1,3,2,4,,,,,,,,,,,,,1.4,,,,,
M,4,75,0.5,control,727,727,41574,1,2,2,4,,,,,,,,,,,,,1.3,,,,,
M,4,77,-0.5,control,526,526,41574,0,,,,,,,,,,,,,,,,,plant dug up,,,,
M,4,77,0.5,remove,527,527,41574,1,3,3,9,,,,,,,,,,,,,2,,,,,
M,4,84,-0.5,control,728,728,41574,3,2,2,5,,,,,,,,,,,,,1,,,,,
M,4,87,-0.5,control,528,528,41574,1,2,2,5,,,,,,,,,,,,,1.4,,,,,
M,4,87,0.5,remove,529,529,41574,3,3,2,6,,,,,,,,,,,,,2.2,,,,,
M,4,95,-0.5,control,730,730,41574,3,2,2,6,,,,,,,,,,,,,1.3,,,,,
M,4,95,0.5,remove,731,731,41574,1,3,1,5,,,,,,,,,,,,,1.2,,,,,
M,4,97,-0.5,control,530,530,41574,1,3,2,7,,,,,,,,,,,,,1.8,,,,,
