"site","T","Y","X","treat","ID","TAG","date","status","c1","c2","ch","old.notes","date2","Spring.Status","Spring.Notes","herbivory"
"G",4,49.1,-0.2,"remove",852,73,2013-10-27,1,5,4,7,NA,2014-05-15,"1",NA,NA
"G",4,55,-0.5,"control",851,72,2013-10-27,0,NA,NA,NA,"Eaten",2014-05-15,"NA",NA,NA
"G",4,63.3,-0.7,"remove",75,75,2013-10-27,1,5,4,10,NA,2014-05-15,"1",NA,NA
"G",4,68.5,0.6,"remove",76,76,2013-10-27,0,NA,NA,NA,NA,2014-05-15,"NA",NA,NA
"G",4,73,1.1,"control",850,71,2013-10-27,1,6,6,8,NA,2014-05-15,"1",NA,NA
"G",4,76.7,0.1,"control",78,78,2013-10-27,1,4,3,5,NA,2014-05-15,"1",NA,NA
"G",4,83,-3.3,"control",849,69,2013-10-27,1,5,3,6,NA,2014-05-15,"1","browsed one leaf left",1
"G",4,84.3,-0.8,"remove",79,79,2013-10-27,1,5,4,7,NA,2014-05-15,"1",NA,NA
"G",4,99.4,1.2,"remove",81,81,2013-10-27,1,5,4,7,NA,2014-05-15,"1",NA,NA
"G",4,99.7,-0.4,"remove",80,80,2013-10-27,1,2,3,5,NA,2014-05-15,"0","dry no lvs",NA
"H",1,5.4,0.2,"control",228,228,2013-10-27,1,6,5,13,NA,2014-05-15,"0","dry gray",NA
"H",1,7.4,0.8,"remove",229,229,2013-10-27,0,NA,NA,NA,NA,2014-05-15,"NA","gone",NA
"H",1,14.1,0.7,"control",230,230,2013-10-27,1,4,2,7,NA,2014-05-15,"1",NA,NA
"H",1,22.3,0,"remove",231,231,2013-10-27,1,1,1,7,NA,2014-05-15,"3","no lvs, changed status from 0 to 3 because it was recorded 1 on 5-21-14, but that seems odd because no measurements were given",NA
"H",1,42,-2.7,"remove",845,232,2013-10-27,1,2,2,3,"chewed on",2014-05-15,"3","browsed but still flxble",1
"H",1,47.1,-0.5,"remove",846,235,2013-10-27,3,1,1,3,NA,2014-05-15,"0","gone",NA
"H",1,55.7,0,"control",233,233,2013-10-27,1,2,4,7,NA,2014-05-15,"0","dry gray",NA
"H",1,58.7,0.2,"control",234,234,2013-10-27,0,NA,NA,NA,"Eaten",2014-05-15,"NA",NA,NA
"H",1,61.3,-1.5,"remove",847,237,2013-10-27,1,2,2,5,"chewed on",2014-05-15,"0","dry no lvs",NA
"H",1,63.1,-0.1,"remove",236,236,2013-10-27,0,NA,NA,NA,"Eaten",2014-05-15,"NA",NA,NA
"H",1,65,1.1,"control",238,238,2013-10-27,1,4,1,8,NA,2014-05-15,"1",NA,NA
"H",1,65,-1,"control",848,242,2013-10-27,1,3,3,8,NA,2014-05-15,"3","browsed but still flxble",1
"H",1,65.8,-1.3,"remove",239,239,2013-10-27,0,NA,NA,NA,"Eaten",2014-05-15,"NA",NA,NA
"H",1,66.2,-1.9,"control",240,240,2013-10-27,1,3,3,5,NA,2014-05-15,"0","no lvs, dry",NA
"H",1,77,0.4,"remove",241,241,2013-10-27,1,1,1,3,NA,2014-05-15,"0","browsed no lvs",1
"H",1,82.3,-0.1,"control",244,244,2013-10-27,1,1,1,3,NA,2014-05-15,"0","browsed",1
"H",1,85.4,1.2,"control",247,247,2013-10-27,1,2,2,4,NA,2014-05-15,"0","dry gray",NA
"H",1,99.7,0.2,"remove",246,246,2013-10-27,1,4,4,8,NA,2014-05-15,"0","no lvs",NA
"H",2,5.7,-1.1,"remove",197,197,2013-10-27,1,48,45,44,NA,2014-05-15,"1","lots of grass",NA
"H",2,5.9,0.9,"control",196,196,2013-10-27,1,17,12,30,NA,2014-05-15,"1",NA,NA
"H",2,11,-3.3,"remove",199,199,2013-10-27,1,80,36,52,NA,2014-05-15,"1","main branch stomped on",NA
"H",2,12,0.4,"remove",198,198,2013-10-27,1,103,100,49,NA,2014-05-15,"1",NA,NA
"H",2,18.5,-2.1,"remove",201,201,2013-10-27,1,16,21,29,NA,2014-05-15,"1",NA,NA
"H",2,18.6,0.1,"remove",200,200,2013-10-27,1,27,27,27,NA,2014-05-15,"1",NA,NA
"H",2,24.3,0.1,"control",202,202,2013-10-27,1,50,44,38,NA,2014-05-15,"1",NA,NA
"H",2,26.3,-1.8,"control",203,203,2013-10-27,1,66,55,67,NA,2014-05-15,"1",NA,NA
"H",2,30.1,-1.1,"remove",205,205,2013-10-27,1,19,27,36,NA,2014-05-15,"1",NA,NA
"H",2,32.2,0.3,"control",204,204,2013-10-27,1,15,10,13,NA,2014-05-15,"1",NA,NA
"H",2,35.5,0.1,"remove",206,206,2013-10-27,1,44,32,45,NA,2014-05-15,"1",NA,NA
"H",2,37.4,-0.4,"remove",207,207,2013-10-27,1,74,57,53,NA,2014-05-15,"1",NA,NA
"H",2,41.1,0.1,"control",209,209,2013-10-27,1,28,39,47,NA,2014-05-15,"1","dying branches",NA
"H",2,42.4,-0.3,"control",208,208,2013-10-27,1,22,17,8,NA,2014-05-15,"1",NA,NA
"H",2,47.8,0.2,"control",210,210,2013-10-27,1,51,45,36,NA,2014-05-15,"1",NA,NA
"H",2,48.9,-1.6,"control",211,211,2013-10-27,1,93,89,102,NA,2014-05-15,"1","big broken branch",NA
"H",2,53.1,0.6,"remove",212,212,2013-10-27,1,11,19,31,"losing leaves",2014-05-15,"0","dry no lvs ",NA
"H",2,54.2,-0.9,"remove",213,213,2013-10-27,1,21,19,30,NA,2014-05-15,"0","crushed",NA
"H",2,60.2,1.1,"remove",215,215,2013-10-27,1,110,45,51,NA,2014-05-15,"1",NA,NA
"H",2,60.8,-1.1,"remove",214,214,2013-10-27,1,39,37,36,NA,2014-05-15,"1",NA,NA
"H",2,65,-1.3,"control",216,216,2013-10-27,1,34,22,27,NA,2014-05-15,"1",NA,NA
"H",2,66.4,-0.5,"control",217,217,2013-10-27,1,42,59,35,NA,2014-05-15,"1",NA,NA
"H",2,71.4,1,"control",218,218,2013-10-27,1,95,52,35,NA,2014-05-15,"1",NA,NA
"H",2,71.7,-1.5,"control",219,219,2013-10-27,1,81,69,71,NA,2014-05-15,"1",NA,NA
"H",2,77.2,-0.5,"control",221,221,2013-10-27,1,19,9,22,NA,2014-05-15,"1","stomped on, switched status from 0 to 1 because it was recorded alive on 5-22-14",NA
"H",2,78.1,0,"remove",220,220,2013-10-27,1,30,27,26,NA,2014-05-15,"1","resprouting from base",NA
"H",2,84.1,1.1,"control",222,222,2013-10-27,1,55,60,40,NA,2014-05-15,"1",NA,NA
"H",2,84.8,-0.5,"control",223,223,2013-10-27,1,60,64,50,NA,2014-05-15,"1","not removed",NA
"H",2,89.7,-0.1,"remove",224,224,2013-10-27,1,14,8,24,NA,2014-05-15,"1",NA,NA
"H",2,90.2,-2.4,"remove",225,225,2013-10-27,1,39,10,22,NA,2014-05-15,"1",NA,NA
"H",2,90.7,0.5,"control",255,255,2013-10-27,1,4,3,8,"seedling",2014-05-15,"1","could not find it, changed status from 2 to 1 because it was alive on 5-22-14",NA
"H",2,96.1,0.2,"remove",226,226,2013-10-27,1,79,70,39,NA,2014-05-15,"1",NA,NA
"H",2,97.2,-2.7,"remove",227,227,2013-10-27,1,72,50,50,NA,2014-05-15,"1","changed trtment",NA
"H",3,5,-0.5,"control",752,752,2013-10-27,1,4,3,5,NA,2014-05-16,"1",NA,NA
"H",3,5,0.5,"remove",753,753,2013-10-27,1,1,1,2,"Eaten",2014-05-16,"1","healthy! ",NA
"H",3,7,-0.5,"control",552,552,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",3,7,0.5,"remove",553,553,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",3,15,-0.5,"control",754,754,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",3,15,0.5,"remove",755,755,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",3,17,0.5,"control",554,554,2013-10-27,1,2,3,5,NA,2014-05-16,"1",NA,NA
"H",3,25,-0.5,"control",756,756,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",3,25,0.5,"remove",757,757,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",3,27,-0.5,"control",556,556,2013-10-27,3,2,1,5,NA,2014-05-16,"0","dry gray",NA
"H",3,27,0.5,"remove",557,557,2013-10-27,3,1,1,1,"Eaten",2014-05-16,"0","no lvs",NA
"H",3,35,-0.5,"control",758,758,2013-10-27,1,3,2,4,NA,2014-05-16,"1","dry gray, changed status from 0 to 1, recorded alive on 5-22-14",NA
"H",3,35,0.5,"remove",759,555,2013-10-27,1,NA,NA,NA,"Eaten",2014-05-16,"1","resprouting back to life, changed tag to 555",NA
"H",3,37,-0.5,"remove",558,558,2013-10-27,1,3,3,4,NA,2014-05-16,"1",NA,NA
"H",3,45,-0.5,"remove",760,760,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",3,45,0.5,"control",761,761,2013-10-27,1,3,3,7,NA,2014-05-16,"1",NA,NA
"H",3,47,-0.5,"remove",560,560,2013-10-27,1,2,2,6,NA,2014-05-16,"1",NA,NA
"H",3,47,0.5,"control",561,561,2013-10-27,1,4,3,5,NA,2014-05-16,"1",NA,NA
"H",3,55,-0.5,"remove",762,762,2013-10-27,1,1,1,3,NA,2014-05-16,"1",NA,NA
"H",3,55,0.5,"control",763,763,2013-10-27,0,NA,NA,NA,"Eaten",2014-05-16,"NA",NA,NA
"H",3,57,-0.5,"remove",562,562,2013-10-27,1,3,3,5,NA,2014-05-16,"1",NA,NA
"H",3,57,0.5,"control",563,563,2013-10-27,1,2,1,4,NA,2014-05-16,"1",NA,NA
"H",3,65,-0.5,"remove",764,764,2013-10-27,1,2,1,4,NA,2014-05-16,"0","dry gray",NA
"H",3,65,0.5,"control",765,765,2013-10-27,1,4,3,5,NA,2014-05-16,"1",NA,NA
"H",3,67,-0.5,"control",564,564,2013-10-27,1,4,2,8,NA,2014-05-16,"1",NA,NA
"H",3,75,-0.5,"remove",766,766,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",3,75,0.5,"control",767,767,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",3,77,0.5,"control",567,567,2013-10-27,3,1,1,4,"Eaten",2014-05-16,"0","no lvs",NA
"H",3,85,-0.5,"control",768,768,2013-10-27,1,3,2,6,NA,2014-05-16,"1",NA,NA
"H",3,85,0.5,"remove",769,769,2013-10-27,1,3,2,7,NA,2014-05-16,"1",NA,NA
"H",3,87,0.5,"control",569,569,2013-10-27,1,1,1,4,NA,2014-05-16,"1",NA,NA
"H",3,95,-0.5,"control",770,770,2013-10-27,3,1,3,4,NA,2014-05-16,"0",NA,NA
"H",3,95,0.5,"remove",771,771,2013-10-27,3,1,1,4,"Eaten",2014-05-16,"0","new seedling coming up from base of old plant! ",NA
"H",3,97,-0.5,"remove",570,570,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",5,17.6,-3.4,"control",254,254,2013-10-27,1,3,3,5,NA,2014-05-16,"0","dry gray",NA
"H",5,40.5,2.4,"remove",248,248,2013-10-27,0,NA,NA,NA,NA,2014-05-16,"NA",NA,NA
"H",5,50.6,-12.9,"control",259,259,2013-10-27,1,3,2,4,NA,2014-05-16,"1",NA,NA
"H",5,69.1,-8.3,"remove",256,256,2013-10-27,1,4,3,6,NA,2014-05-16,"1","resprouting",NA
"H",5,69.2,0.7,"control",249,249,2013-10-27,1,2,1,5,NA,2014-05-16,"0",NA,NA
"H",5,69.7,1,"remove",250,250,2013-10-27,1,4,3,9,NA,2014-05-16,"1",NA,NA
"H",5,71,-0.8,"control",251,251,2013-10-27,1,2,1,2,NA,2014-05-16,"1",NA,NA
"H",5,72.1,-2.2,"control",252,252,2013-10-27,1,3,2,7,NA,2014-05-16,"1",NA,NA
"H",5,76.4,-1,"remove",844,257,2013-10-27,1,2,1,6,NA,2014-05-16,"0","dry gray",NA
"H",5,89,2,"control",253,253,2013-10-27,1,2,2,6,NA,2014-05-16,"1",NA,NA
"H",5,92.4,-10,"remove",258,258,2013-10-27,1,3,4,8,NA,2014-05-16,"1","healthy! ",NA
"I",1,13.6,-1.5,"control",180,180,2013-11-10,1,7,5,6,NA,2014-05-14,"1","frost heave",NA
"I",1,20.2,-0.7,"remove",181,181,2013-11-10,1,3,2,5,NA,2014-05-14,"1",NA,NA
"I",1,32.2,0,"remove",182,182,2013-11-10,1,1,1,6,NA,2014-05-14,"1","top died but resprouting from stem",NA
"I",1,34.3,-2,"remove",183,183,2013-11-10,1,2,2,3,NA,2014-05-14,"1",NA,NA
"I",1,43.8,-0.3,"control",184,184,2013-11-10,1,5,4,7,NA,2014-05-14,"1",NA,NA
"I",1,46.1,0.4,"remove",185,185,2013-11-10,1,4,3,6,NA,2014-05-14,"1",NA,NA
"I",1,49,0.9,"remove",186,186,2013-11-10,1,2,2,8,NA,2014-05-14,"1",NA,NA
"I",1,50.3,-0.6,"control",187,187,2013-11-10,1,3,2,6,NA,2014-05-14,"1",NA,NA
"I",1,50.6,0.45,"control",189,189,2013-11-10,1,1,1,2,NA,2014-05-14,"0","no lvs",NA
"I",1,50.7,1.7,"control",188,188,2013-11-10,1,2,3,6,NA,2014-05-14,"1",NA,NA
"I",1,52.7,0.5,"remove",191,191,2013-11-10,1,4,4,6,NA,2014-05-14,"1",NA,NA
"I",1,62.2,0,"control",192,192,2013-11-10,1,3,3,5,NA,2014-05-14,"1",NA,NA
"I",1,67.4,0.5,"remove",193,193,2013-11-10,1,3,4,7,NA,2014-05-14,"1",NA,NA
"I",1,72.7,0.4,"control",194,194,2013-11-10,1,5,4,6,NA,2014-05-14,"1",NA,NA
"I",1,88.3,0,"control",837,195,2013-11-10,1,5,5,9,NA,2014-05-14,"1",NA,NA
"I",1,99,0.1,"remove",836,190,2013-11-10,1,3,3,3,NA,2014-05-14,"1",NA,NA
"I",3,12.3,-0.2,"remove",165,165,2013-11-10,1,67,47,47,NA,2014-05-14,"1",NA,NA
"I",3,6,0.6,"control",164,164,2013-11-10,1,30,28,30,NA,2014-05-14,"1",NA,NA
"I",3,16.6,-1.1,"remove",166,166,2013-11-10,1,30,16,33,NA,2014-05-14,"1",NA,NA
"I",3,24,-0.4,"remove",167,167,2013-11-10,1,41,34,38,NA,2014-05-14,"1",NA,NA
"I",3,30.3,0.9,"control",168,168,2013-11-10,1,6,5,10,NA,2014-05-14,"1",NA,NA
"I",3,35.8,0.1,"remove",169,169,2013-11-10,1,47,44,47,NA,2014-05-14,"1",NA,NA
"I",3,41.6,0.4,"remove",170,170,2013-11-10,1,28,32,34,NA,2014-05-14,"1",NA,NA
"I",3,47.9,0.5,"control",171,171,2013-11-10,1,65,60,45,NA,2014-05-14,"1",NA,NA
"I",3,53.3,1.3,"remove",172,172,2013-11-10,1,15,6,45,NA,2014-05-14,"1",NA,NA
"I",3,60,-0.2,"control",173,173,2013-11-10,1,36,32,54,NA,2014-05-14,"1",NA,NA
"I",3,65.1,-1.8,"remove",174,174,2013-11-10,1,8,4,14,NA,2014-05-14,"1",NA,NA
"I",3,71.6,0.6,"control",175,175,2013-11-10,1,68,46,53,NA,2014-05-14,"1",NA,NA
"I",3,79.2,-0.1,"control",176,176,2013-11-10,1,20,14,35,NA,2014-05-14,"1",NA,NA
"I",3,83.9,0.1,"control",177,177,2013-11-10,1,57,20,46,NA,2014-05-14,"1",NA,NA
"I",3,89.5,-0.1,"control",178,178,2013-11-10,1,20,12,48,NA,2014-05-14,"1",NA,NA
"I",3,96.3,0,"remove",179,179,2013-11-10,1,51,35,39,NA,2014-05-14,"1",NA,NA
"I",4,25,-0.5,"control",816,816,2013-11-10,3,1,1,3,NA,2014-05-14,"0","no lvs",NA
"I",4,37,-0.5,"remove",618,618,2013-11-10,1,3,1,5,NA,2014-05-14,"1",NA,NA
"I",4,45,-0.5,"control",820,820,2013-11-10,1,3,2,7,NA,2014-05-14,"0",NA,NA
"I",4,45,0.5,"remove",821,821,2013-11-10,1,2,2,6,NA,2014-05-14,"0",NA,NA
"I",4,55,-0.5,"control",822,822,2013-11-10,1,3,1,6,"drying out",2014-05-14,"0","dry",NA
"I",4,55,0.5,"remove",823,823,2013-11-10,1,2,2,5,NA,2014-05-14,"0","dry no lvs",NA
"I",4,67,-0.5,"remove",624,624,2013-11-10,3,1,1,8,NA,2014-05-14,"0",NA,NA
"I",4,74,0.5,"control",827,827,2013-11-10,3,1,3,4,NA,2014-05-14,"0",NA,NA
"I",4,85,-0.5,"remove",828,828,2013-11-10,0,NA,NA,NA,NA,2014-05-14,"NA","tag gone",NA
"I",4,85,0.5,"control",829,829,2013-11-10,3,2,1,4,NA,2014-05-14,"0",NA,NA
"I",4,87,-0.5,"control",628,628,2013-11-10,1,2,1,4,NA,2014-05-14,"1",NA,NA
"I",4,87,0.5,"remove",629,629,2013-11-10,3,1,1,1,"no leaves",2014-05-14,"0",NA,NA
"J",2,2.2,-1.1,"control",260,260,2013-10-28,1,1,1,4,NA,2014-05-15,"0","no lvs",NA
"J",2,3.1,0.9,"control",261,261,2013-10-28,2,NA,NA,NA,NA,2014-05-15,"NA",NA,NA
"J",2,12.8,-0.4,"control",262,262,2013-10-28,0,NA,NA,NA,NA,2014-05-15,"NA",NA,NA
"J",2,17.6,-0.8,"remove",263,263,2013-10-28,1,2,2,5,NA,2014-05-15,"1","removal ineffective",NA
"J",2,19.7,1.5,"control",264,264,2013-10-28,3,1,1,2,NA,2014-05-15,"0","no lvs",NA
"J",2,29.9,0,"control",265,265,2013-10-28,1,2,1,6,NA,2014-05-15,"1",NA,NA
"J",2,30.8,0.6,"remove",266,266,2013-10-28,1,3,2,6,NA,2014-05-15,"1",NA,NA
"J",2,39.3,2.4,"control",267,267,2013-10-28,1,1,1,3,NA,2014-05-15,"1","resprouting",NA
"J",2,44.3,-0.8,"remove",268,268,2013-10-28,3,1,1,2,"no leaves",2014-05-15,"0","no lvs",NA
"J",2,45,0.4,"remove",269,269,2013-10-28,1,3,2,5,NA,2014-05-15,"1",NA,NA
"J",2,45.3,-0.6,"remove",270,270,2013-10-28,0,NA,NA,NA,NA,2014-05-15,"NA",NA,NA
"J",2,45.9,-0.9,"remove",271,271,2013-10-28,0,NA,NA,NA,"LT-Eaten",2014-05-15,"0","no lvs",NA
"J",2,46.9,-0.9,"remove",272,272,2013-10-28,0,NA,NA,NA,NA,2014-05-15,"NA",NA,NA
"J",2,55,1,"remove",273,273,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"NA",NA,NA
"J",2,56.9,-0.1,"control",274,274,2013-10-28,0,NA,NA,NA,NA,2014-05-15,"NA",NA,NA
"J",2,57.4,1.2,"remove",275,275,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"NA",NA,NA
"J",2,58.4,1.7,"control",276,276,2013-10-28,3,1,1,2,NA,2014-05-15,"0","plant gone",NA
"J",2,66.3,1,"control",277,277,2013-10-28,1,1,1,3,NA,2014-05-15,"1",NA,NA
"J",2,76.5,1.7,"control",278,278,2013-10-28,1,2,2,6,NA,2014-05-15,"1",NA,NA
"J",2,83.1,0.9,"remove",279,279,2013-10-28,3,1,1,4,NA,2014-05-15,"0","browsed no lvs",1
"J",2,88.2,0,"remove",281,281,2013-10-28,1,3,2,7,"weird white spots (insects?)",2014-05-15,"1",NA,NA
"J",3,6,-0.1,"control",320,320,2013-10-28,1,27,38,75,NA,2014-05-15,"1",NA,NA
"J",3,12.6,0.3,"remove",321,321,2013-10-28,1,84,64,82,NA,2014-05-15,"1","removal effective",NA
"J",3,17.7,-0.1,"remove",322,322,2013-10-28,1,39,22,61,NA,2014-05-15,"1","broken branch dying ",NA
"J",3,24.6,0,"remove",323,323,2013-10-28,1,67,53,69,NA,2014-05-15,"1",NA,NA
"J",3,30.3,-0.1,"control",324,324,2013-10-28,1,14,11,30,NA,2014-05-15,"1",NA,NA
"J",3,35.8,0.5,"remove",325,325,2013-10-28,1,87,64,46,NA,2014-05-15,"1",NA,NA
"J",3,41.6,0.4,"remove",326,326,2013-10-28,1,12,17,43,NA,2014-05-15,"0","dry no lvs",NA
"J",3,47.8,0,"control",327,327,2013-10-28,1,84,67,71,NA,2014-05-15,"1",NA,NA
"J",3,53.8,0.2,"remove",328,328,2013-10-28,1,34,16,34,NA,2014-05-15,"1",NA,NA
"J",3,59.8,-0.8,"control",329,329,2013-10-28,1,46,50,60,NA,2014-05-15,"1",NA,NA
"J",3,65.9,0,"remove",330,330,2013-10-28,1,10,9,24,NA,2014-05-15,"1",NA,NA
"J",3,72.4,0.2,"remove",331,331,2013-10-28,1,79,51,60,NA,2014-05-15,"1",NA,NA
"J",3,77.7,0,"control",332,332,2013-10-28,1,8,5,15,NA,2014-05-15,"1",NA,NA
"J",3,83.7,0.6,"control",333,333,2013-10-28,1,72,56,85,NA,2014-05-15,"1",NA,NA
"J",3,90.9,-0.1,"control",334,334,2013-10-28,1,23,19,26,NA,2014-05-15,"1",NA,NA
"J",3,95.9,-0.5,"control",335,335,2013-10-28,1,73,53,35,NA,2014-05-15,"1",NA,NA
"J",4,5,0.5,"control",633,633,2013-10-28,1,3,2,4,NA,2014-05-15,"1",NA,NA
"J",4,7,-0.5,"control",432,432,2013-10-28,1,4,4,8,NA,2014-05-15,"1",NA,NA
"J",4,7,0.5,"remove",433,433,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"NA",NA,NA
"J",4,15,-0.5,"remove",634,634,2013-10-28,0,NA,NA,NA,"LT",2014-05-15,"0","no lvs",NA
"J",4,15,0.5,"control",635,635,2013-10-28,1,3,2,5,NA,2014-05-15,"1",NA,NA
"J",4,17,0.5,"control",435,435,2013-10-28,1,2,2,5,NA,2014-05-15,"1",NA,NA
"J",4,25,-0.5,"remove",636,636,2013-10-28,1,3,2,6,NA,2014-05-15,"1",NA,NA
"J",4,25,0.5,"control",637,637,2013-10-28,1,2,1,5,NA,2014-05-15,"1",NA,NA
"J",4,27,-0.5,"remove",436,436,2013-10-28,1,4,4,6,NA,2014-05-15,"1",NA,NA
"J",4,27,0.5,"control",437,437,2013-10-28,1,3,2,4,NA,2014-05-15,"1","resprouting ",NA
"J",4,35,-0.5,"control",638,638,2013-10-28,1,3,3,5,NA,2014-05-15,"1",NA,NA
"J",4,35,0.5,"remove",639,639,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"0","no lvs",NA
"J",4,37,-0.5,"remove",438,438,2013-10-28,1,1,1,3,NA,2014-05-15,"1",NA,NA
"J",4,37,0.5,"control",439,439,2013-10-28,1,4,4,8,NA,2014-05-15,"1",NA,NA
"J",4,47,-0.5,"control",440,440,2013-10-28,1,3,3,6,NA,2014-05-15,"1",NA,NA
"J",4,47,0.5,"remove",441,441,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"0",NA,NA
"J",4,55,-0.5,"remove",642,642,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"0",NA,NA
"J",4,55,0.5,"control",643,643,2013-10-28,1,3,3,6,NA,2014-05-15,"1",NA,NA
"J",4,57,-0.5,"control",442,442,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"0",NA,NA
"J",4,57,0.5,"remove",443,443,2013-10-28,1,3,2,5,NA,2014-05-15,"1",NA,NA
"J",4,65,-0.5,"control",644,644,2013-10-28,1,2,2,4,NA,2014-05-15,"1",NA,NA
"J",4,67,-0.5,"control",444,444,2013-10-28,1,2,2,5,NA,2014-05-15,"1",NA,NA
"J",4,67,0.5,"remove",445,445,2013-10-28,1,3,2,5,NA,2014-05-15,"1",NA,NA
"J",4,75,-0.5,"remove",646,735,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"0","change tag",NA
"J",4,75,0.5,"control",647,647,2013-10-28,1,1,1,3,NA,2014-05-15,"1",NA,NA
"J",4,77,-0.5,"control",446,446,2013-10-28,1,4,3,6,NA,2014-05-15,"1",NA,NA
"J",4,77,0.5,"remove",447,447,2013-10-28,1,2,1,6,NA,2014-05-15,"1","resprouting ",NA
"J",4,85,-0.5,"remove",648,648,2013-10-28,1,3,2,3,NA,2014-05-15,"1",NA,NA
"J",4,85,0.5,"control",649,649,2013-10-28,1,4,2,5,NA,2014-05-15,"1","changed status from 0 to 1 because it was recorded alive on 5-22-14",NA
"J",4,87,-0.5,"remove",448,448,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"0",NA,NA
"J",4,87,0.5,"control",449,449,2013-10-28,0,NA,NA,NA,"Eaten",2014-05-15,"0",NA,NA
"K",3,0,2.8,"control",282,282,2013-10-26,1,2,3,4,NA,2014-05-14,"1",NA,NA
"K",3,1.7,2,"control",283,283,2013-10-26,1,1,2,3,NA,2014-05-14,"1",NA,NA
"K",3,2.3,2.3,"remove",284,284,2013-10-26,0,NA,NA,NA,NA,2014-05-14,"NA",NA,NA
"K",3,4.3,2.5,"remove",285,285,2013-10-26,1,3,3,5,NA,2014-05-14,"1",NA,NA
"K",3,7.1,-1.3,"remove",286,286,2013-10-26,1,2,3,5,NA,2014-05-14,"1",NA,NA
"K",3,9,1.5,"control",287,287,2013-10-26,1,3,4,4,NA,2014-05-14,"1",NA,NA
"K",3,14.1,-0.6,"remove",289,289,2013-10-26,1,2,1,5,NA,2014-05-14,"1",NA,NA
"K",3,14.4,0.1,"remove",288,288,2013-10-26,0,NA,NA,NA,"LT",2014-05-14,"0",NA,NA
"K",3,36.5,-1.2,"control",291,291,2013-10-26,1,3,3,4,NA,2014-05-14,"1",NA,NA
"K",3,39.4,-2.2,"remove",294,294,2013-10-26,1,3,3,3,NA,2014-05-14,"1","removal ineffective",NA
"K",3,40.1,-1.1,"remove",293,293,2013-10-26,1,6,6,8,NA,2014-05-14,"1",NA,NA
"K",3,48,-2.9,"control",295,295,2013-10-26,1,4,5,8,NA,2014-05-14,"1",NA,NA
"K",3,53.9,-3.6,"control",296,296,2013-10-26,1,1,1,4,NA,2014-05-14,"1",NA,NA
"K",3,59.3,1.8,"remove",297,297,2013-10-26,1,3,3,8,NA,2014-05-14,"1",NA,NA
"K",3,60.3,-3.4,"remove",298,298,2013-10-26,1,2,1,5,NA,2014-05-14,"1",NA,NA
"K",3,61.8,-4,"control",299,299,2013-10-26,1,2,2,4,NA,2014-05-14,"1",NA,NA
"K",3,92.3,-0.6,"control",300,300,2013-10-26,1,3,2,7,NA,2014-05-14,"1",NA,NA
"K",3,94.3,-1.2,"control",301,301,2013-10-26,1,3,2,6,NA,2014-05-14,"1",NA,NA
"K",3,95.6,-1.4,"control",302,302,2013-10-26,1,2,2,6,NA,2014-05-14,"1",NA,NA
"K",3,95.8,0.8,"control",303,303,2013-10-26,1,4,4,6,NA,2014-05-14,"1",NA,NA
"K",2,6.5,1.4,"remove",304,304,2013-10-26,1,29,11,21,NA,2014-05-14,"1","removal ineffective",NA
"K",2,12.8,1.4,"control",305,305,2013-10-26,1,93,101,55,NA,2014-05-14,"1",NA,NA
"K",2,17.8,1.1,"control",306,306,2013-10-26,1,17,13,22,NA,2014-05-14,"1",NA,NA
"K",2,24.1,1.6,"control",307,307,2013-10-26,1,42,40,29,NA,2014-05-14,"1",NA,NA
"K",2,30.4,1.9,"remove",308,308,2013-10-26,1,9,6,13,NA,2014-05-14,"1",NA,NA
"K",2,36.3,2.1,"control",309,309,2013-10-26,1,50,64,33,NA,2014-05-14,"1",NA,NA
"K",2,41.2,2.4,"control",310,310,2013-10-26,1,32,23,25,"sterile inflorescences",2014-05-14,"1",NA,NA
"K",2,48.3,1.3,"remove",311,311,2013-10-26,1,53,17,42,NA,2014-05-14,"1",NA,NA
"K",2,54.7,1.7,"remove",312,312,2013-10-26,1,26,17,26,NA,2014-05-14,"1",NA,NA
