tag1,tag2,site,T,Y,X,spec,class,treat,date,status,c1,c2,ch,stemd1,canopy,infls,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,herbivory,notes,Stat1,Stat2,SpringNotes1,SpringNotes2,ID
194,,I,1,72.7,0.4,ATP,1,control,41933,1,10,9,9,4,,,,,,,,,,,,,,,1,1,,,194
656,,I,1,87.3,2,ATP,1,control,41933,0,,,,,,,,,,,,,,,,,,no lvs,1,ERROR,,ERROR,1058
195,,I,1,88.3,0,ATP,1,control,41933,1,7,6,12,3.2,1,1,1,,,,,,,,,,,smallest flowering plant,1,1,,,837
190,,I,1,99,0.1,ATP,1,remove,41933,1,12,12,9,5,,,,,,,,,,,,,,,1,1,,,836
164,,I,3,6,0.6,ATP,2,control,41933,1,38,29,32,,4,48,2,1,1,1,3,1,3,2,4,3,,,1,1,,,164
165,,I,3,12.3,-0.2,ATP,3,remove,41933,1,81,54,47,,21,260,5,8,7,7,6,7,7,5,5,7,,,1,1,,,165
166,,I,3,16.6,-1.1,ATP,2,remove,41933,1,43,25,35,,7,10,8,5,4,8,7,7,6,4,1,1,,,1,1,,,166
167,,I,3,24,-0.4,ATP,3,remove,41933,1,55,47,37,,15,35,13,12,8,6,9,8,5,4,2,6,,,1,1,,,167
168,,I,3,30.3,0.9,ATP,2,control,41933,1,7,5,10,,1,0,,,,,,,,,,,,,1,1,resprouting growing from base,,168
169,,I,3,35.8,0.1,ATP,3,remove,41933,1,58,58,50,,22,180,10,9,10,6,10,10,13,13,8,9,,,1,1,,,169
170,,I,3,41.6,0.4,ATP,2,remove,41933,1,45,34,37,,11,91,8,8,7,9,6,12,9,10,8,8,,,1,1,,,170
171,,I,3,47.9,0.5,ATP,3,control,41933,1,103,71,51,,24,257,4,5,5,4,3,3,3,4,7,5,,,1,1,,,171
172,,I,3,53.3,1.3,ATP,2,remove,41933,1,22,15,18,,2,0,,,,,,,,,,,,,1,1,resprouting from base ,,172
173,,I,3,60,-0.2,ATP,3,control,41933,1,53,26,53,,5,34,4,1,3,4,4,3,4,3,1,4,,black stem cankers,1,1,,,173
174,,I,3,65.1,-1.8,ATP,2,remove,41933,1,15,8,16,,1,0,,,,,,,,,,,,,1,1,,,174
175,,I,3,71.6,0.6,ATP,3,control,41933,1,72,54,50,,23,174,6,4,2,3,3,4,2,3,3,4,,,1,1,,,175
176,,I,3,79.2,-0.1,ATP,2,control,41933,1,26,19,36,,2,39,5,4,1,5,6,5,5,2,5,2,,,1,1,,,176
177,,I,3,83.9,0.1,ATP,3,control,41933,1,53,24,52,,4,48,1,2,1,3,3,3,2,2,4,3,,,1,1,,,177
178,,I,3,89.5,-0.1,ATP,2,control,41933,1,38,17,48,,3,27,1,1,2,2,1,3,2,3,3,3,,,1,1,,,178
179,,I,3,96.3,-0.5,ATP,3,remove,41933,1,54,44,39,,13,126,8,1,4,3,5,4,6,6,6,9,,black aphids change x ,1,1,,,179
707,,I,4,11,0,ATP,5,remove,41933,0,,,,,,,,,,,,,,,,,,,1,1,,,977
698,,I,4,13,0,ATV,5,remove,41933,1,4,3,7,2.6,,,,,,,,,,,,,,,1,1,,,978
572,,I,4,21,0,ATP,5,control,41933,1,3,3,5,3.3,,,,,,,,,,,,,,fuzzy galls ,1,1,,,979
498,,I,4,23,0,ATV,5,control,41933,1,3,3,4,3.1,,,,,,,,,,,,,,,1,1,,,980
626,,I,4,31,0,ATP,5,remove,41933,1,4,3,6,2.6,,,,,,,,,,,,,,,1,1,,,981
815,,I,4,33,0,ATV,5,remove,41933,1,6,5,9,3.5,,,,,,,,,,,,,,,1,1,,,982
618,,I,4,37,-0.5,ATV,4,remove,41933,3,,,,,,,,,,,,,,,,,,no leaves,1,1,,,618
615,,I,4,41,0,ATP,5,remove,41933,1,5,4,7,2.7,,,,,,,,,,,,,,,1,1,,,983
576,,I,4,43,0,ATV,5,remove,41933,0,,,,,,,,,,,,,,,,,,no leaves,1,1,,,984
616,,I,4,53,0,ATP,5,control,41933,1,3,2,4,1.6,,,,,,,,,,,,,,,1,1,y change,,985
658,,I,4,54,0,ATV,5,control,41933,1,4,4,6,3,,,,,,,,,,,,,,,1,1,y change,,986
504,,I,4,61,0,ATP,5,control,41933,1,6,3,8,2.8,,,,,,,,,,,,,,,1,1,,,987
461,,I,4,63,0,ATV,5,control,41933,1,6,5,8,3.2,,,,,,,,,,,,,,,1,1,,,988
622,,I,4,71,0,ATP,5,remove,41933,1,8,6,12,3.7,,,,,,,,,,,,,,,1,1,,,989
523,,I,4,73,0,ATV,5,control,41933,1,3,2,4,1.5,,,,,,,,,,,,,,,1,1,,,990
544,,I,4,81,0,ATP,5,control,41933,0,,,,,,,,,,,,,,,,,,,1,1,,dead on top,991
566,,I,4,83,0,ATV,5,remove,41933,1,7,5,8,4.1,,,,,,,,,,,,,,,1,1,,,992
628,,I,4,87,-0.5,ATV,4,control,41933,0,,,,,,,,,,,,,,,,,,some white rot in roots,1,1,resprouting,,628
489,,I,4,91,0,ATP,5,control,41933,1,6,3,8,2.6,,,,,,,,,,,,,,,1,1,,,993
484,,I,4,93,0,ATV,5,control,41933,3,,,,,,,,,,,,,,,,,,no leaves,1,1,,,994
260,,J,2,2.2,-1.1,ATV,1,control,41933,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,260
585,,J,2,2.4,-2,ATV,1,remove,41933,1,6,4,8,2.9,,,,,,,,,,,,,,,1,ERROR,,ERROR,1094
669,,J,2,3.4,1,ATV,1,control,41933,1,4,3,3,1.8,,,,,,,,,,,,,,,1,ERROR,probably the same plant as #261 which was lost in the fall,ERROR,1095
597,,J,2,12.9,-0.8,ATV,1,remove,41933,1,3,2,3,1.9,,,,,,,,,,,,,,,1,ERROR,"in rock crack, seedling tag held with rock, other seedling nearby",ERROR,1096
802,,J,2,15.8,-2.5,ATV,1,remove,41933,1,5,4,11,3.8,,,,,,,,,,,,,1,browsed,1,ERROR,,ERROR,1097
263,,J,2,17.6,-0.8,ATV,1,remove,41933,1,3,3,7,3.5,,,,,,,,,,,,,,,1,1,,removal ineffective,263
264,,J,2,19.7,1.5,ATV,1,control,41933,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,264
265,,J,2,29.9,0,ATV,1,control,41933,1,5,2,6,2.4,,,,,,,,,,,,,,,1,1,,,265
266,,J,2,30.8,0.6,ATV,1,remove,41933,1,2,1,4,2.5,,,,,,,,,,,,,1,browsed,1,1,,,266
770,,J,2,33.2,3.8,ATV,1,remove,41933,0,,,,,,,,,,,,,,,,,,,1,ERROR,,ERROR,1098
267,,J,2,39.3,2.4,ATV,1,control,41933,1,1,1,5,2.9,,,,,,,,,,,,,1,heavily browsed,1,1,,resprouting,267
808,,J,2,43.2,-5,ATV,1,control,41933,1,6,3,8,3,,,,,,,,,,,,,,,1,ERROR,,ERROR,1099
268,,J,2,44.3,-0.8,ATV,1,remove,41933,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,268
269,,J,2,45,0.4,ATV,1,remove,41933,1,3,2,4,2.5,,,,,,,,,,,,,1,browsed,1,1,,,269
271,,J,2,45.9,-0.9,ATV,1,remove,41933,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,271
277,,J,2,66.3,1,ATV,1,control,41933,1,2,1,3,1.1,,,,,,,,,,,,,,,1,1,,,277
652,,J,2,69.8,3,ATV,1,control,41933,1,1,1,3,2.7,,,,,,,,,,,,,1,heavily browsed,1,ERROR,,ERROR,1100
278,,J,2,76.5,1.7,ATV,1,control,41933,1,2,1,7,2.6,,,,,,,,,,,,,1,browsed,1,1,,,278
281,,J,2,88.2,0,ATV,1,remove,41933,1,3,2,9,1.9,,,,,,,,,,,,,,white scale insects,1,1,,,281
276,,J,2,89.5,-0.4,ATV,1,control,41933,1,6,4,11,3.1,,,,,,,,,,,,,,,1,ERROR,has a gall,ERROR,1101
320,,J,3,6,-0.1,ATV,2,control,41933,1,32,27,77,,5,2,8,9,,,,,,,,,,,1,1,,,320
321,,J,3,12.6,0.3,ATV,3,remove,41933,1,115,99,81,,52,55,9,14,8,10,16,8,7,8,9,8,,,1,1,,removal effective,321
322,,J,3,17.7,-0.1,ATV,2,remove,41933,1,16,12,51,,1,0,,,,,,,,,,,,,1,1,,broken branch dying ,322
323,,J,3,24.6,0,ATV,3,remove,41933,1,86,62,75,,28,54,4,12,8,9,9,8,9,6,6,10,,,1,1,,,323
324,,J,3,30.3,-0.1,ATV,2,control,41933,1,15,9,32,,1,0,,,,,,,,,,,,,1,1,,,324
325,,J,3,35.8,0.5,ATV,3,remove,41933,1,102,77,50,,25,17,13,17,12,11,16,13,13,11,14,10,,,1,1,,,325
326,,J,3,41.6,0.4,ATV,2,remove,41933,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,326
327,,J,3,47.8,0,ATV,3,control,41933,1,71,59,69,,9,30,7,7,7,5,7,7,7,5,4,3,,,1,1,,,327
328,,J,3,53.8,0.2,ATV,2,remove,41933,1,30,19,34,,4,1,10,,,,,,,,,,,,1,1,,,328
329,,J,3,59.8,-0.8,ATV,3,control,41933,1,54,52,56,,12,23,7,10,6,4,6,1,7,8,9,7,,,1,1,,,329
764,,J,3,62.9,-0.9,ATV,2,remove,41933,1,22,15,42,,3,5,12,6,12,13,14,,,,,,,,1,ERROR,,ERROR,1102
330,,J,3,65.9,0,ATV,2,remove,41933,1,17,14,27,,2,0,,,,,,,,,,,,,1,1,,,330
331,,J,3,72.4,0.2,ATV,3,remove,41933,1,108,87,60,,37,13,10,17,13,7,7,,,,,,1,black rust infls browsed,1,1,,,331
332,,J,3,77.7,0,ATV,2,control,41933,1,11,7,15,,1,0,,,,,,,,,,,,,1,1,,,332
333,,J,3,83.7,0.6,ATV,3,control,41933,1,48,29,69,,6,4,4,7,7,8,,,,,,,,dead branch ,1,1,,,333
334,,J,3,90.9,-0.1,ATV,2,control,41933,1,29,21,31,,3,4,5,3,1,6,,,,,,,,,1,1,,,334
335,,J,3,95.9,-0.5,ATV,3,control,41933,1,77,44,36,,7,15,5,5,6,6,8,10,6,8,5,4,,canopy in 2 parts,1,1,,,335
767,,J,4,1,0,ATP,5,control,41933,1,2,3,3,1.8,,,,,,,,,,,,,,,1,1,,,895
458,,J,4,3,0,ATV,5,remove,41933,1,4,3,5,3,,,,,,,,,,,,,,,1,1,,,896
633,,J,4,5,0.5,ATP,4,control,41933,1,4,3,7,1.9,,,,,,,,,,,,,,,1,1,,,633
432,,J,4,7,-0.5,ATV,4,control,41933,1,4,4,8,2.4,,,,,,,,,,,,,1,browsed a little ,1,1,,,432
245,,J,4,11,0,ATP,5,control,41933,1,3,3,6,1.6,,,,,,,,,,,,,1,browsed a little ,1,1,,,897
115,,J,4,13,0,ATV,5,control,41933,0,,,,,,,,,,,,,,,,,1,browsed a little ,3,1,left tag,wilted,898
635,,J,4,15,0.5,ATP,4,control,41933,1,4,2,5,2.5,,,,,,,,,,,,,,,1,1,,,635
435,,J,4,17,0.5,ATV,4,control,41933,1,1,1,5,2.4,,,,,,,,,,,,,,gray gall,1,1,,,435
620,,J,4,21,0,ATP,5,remove,41933,1,2,2,3,2.1,,,,,,,,,,,,,1,browsed,1,1,,,899
575,,J,4,23,0,ATV,5,control,41933,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,900
636,,J,4,25,-0.5,ATP,4,remove,41933,1,1,1,6,2.8,,,,,,,,,,,,,1,browsed,1,1,,,636
637,,J,4,25,0.5,ATP,4,control,41933,1,2,2,4,2,,,,,,,,,,,,,1,browsed,1,1,,,637
436,,J,4,27,-0.5,ATV,4,remove,41933,1,5,6,6,3,,,,,,,,,,,,,,,1,1,,,436
437,,J,4,27,0.5,ATV,4,control,41933,1,2,2,4,1.9,,,,,,,,,,,,,,,1,1,,resprouting ,437
683,,J,4,31,0,ATP,5,remove,41933,1,1,1,1,1.6,,,,,,,,,,,,,1,heavily browsed,1,1,,browsed resprouting,901
689,,J,4,33,0,ATV,5,remove,41933,1,2,1,3,2,,,,,,,,,,,,,1,heavily browsed,1,1,,,902
638,,J,4,35,-0.5,ATP,4,control,41933,1,4,3,5,2.4,,,,,,,,,,,,,,,1,1,,,638
438,,J,4,37,-0.5,ATV,4,remove,41933,1,1,1,3,2,,,,,,,,,,,,,1,"heavily browsed, no leaves",1,1,,,438
439,,J,4,37,0.5,ATV,4,control,41933,1,3,5,7,2.7,,,,,,,,,,,,,,,1,1,,,439
757,,J,4,41,0,ATP,5,remove,41933,1,2,1,1,,,,,,,,,,,,,,1,multi-stem recently browsed,1,1,,,903
469,,J,4,43,0,ATV,5,control,41933,0,,,,,,,,,,,,,,,,,,,3,1,left tag,browsed ,904
440,,J,4,47,-0.5,ATV,4,control,41935,1,4,4,7,2,,,,,,,,,,,,,,,1,1,,,440
441,,J,4,47,0.5,ATV,4,remove,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,441
674,,J,4,51,0,ATP,5,control,41935,3,,,,,,,,,,,,,,,,,,No leaves,1,1,,browsed resprouting,905
499,,J,4,53,0,ATV,5,control,41935,1,2,4,5,2.4,,,,,,,,,,,,,,,1,1,,,906
642,,J,4,55,-0.5,ATP,4,remove,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,642
643,,J,4,55,0.5,ATP,4,control,41935,1,3,3,7,1.8,,,,,,,,,,,,,,,1,1,,,643
442,,J,4,57,-0.5,ATV,4,control,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,442
443,,J,4,57,0.5,ATV,4,remove,41935,1,4,4,8,3.4,,,,,,,,,,,,,,,1,1,,,443
477,,J,4,61,0,ATP,5,remove,41935,0,,,,,,,,,,,,,,,,,1,browsed,1,1,,,907
495,,J,4,63,0,ATV,5,control,41935,1,5,4,5,2.2,,,,,,,,,,,,,,,1,1,,,908
644,,J,4,65,-0.5,ATP,4,control,41935,1,2,2,5,1.6,,,,,,,,,,,,,,,1,1,,,644
444,,J,4,67,-0.5,ATV,4,control,41935,1,3,2,5,1.9,,,,,,,,,,,,,,,1,1,,,444
445,,J,4,67,0.5,ATV,4,remove,41935,1,4,4,5,2.9,,,,,,,,,,,,,,,1,1,,,445
809,,J,4,71,0,ATP,5,control,41935,0,,,,,,,,,,,,,,,,,1,"browsed, no leaves",0,ERROR,left tag,ERROR,909
493,,J,4,73,0,ATV,5,remove,41935,1,5,4,3,3.4,,,,,,,,,,,,,1,browsed,1,1,,,910
647,,J,4,75,0.5,ATP,4,control,41935,0,,,,,,,,,,,,,,,,,,,1,1,,,647
446,,J,4,77,-0.5,ATV,4,control,41935,1,3,3,7,2.6,,,,,,,,,,,,,,,1,1,,,446
447,,J,4,77,0.5,ATV,4,remove,41935,1,4,4,9,3.4,,,,,,,,,,,,,,,1,1,,resprouting ,447
818,,J,4,81,0,ATP,5,control,41935,0,,,,,,,,,,,,,,,,,,next to atv seedling,0,ERROR,"seedling coming up next to dead plant, left tag",ERROR,911
464,,J,4,83,0,ATV,5,control,41935,1,5,4,6,2.4,,,,,,,,,,,,,,,1,1,,,912
648,,J,4,85,-0.5,ATP,4,remove,41935,1,3,3,5,3,,,,,,,,,,,,,1,browsed,1,1,,,648
649,,J,4,85,0.5,ATP,4,control,41935,1,3,2,6,2.3,,,,,,,,,,,,,,,1,1,,changed status from 0 to 1 because it was recorded alive on 5-22-14,649
645,,J,4,91,0,ATP,5,control,41935,1,3,3,3,1.9,,,,,,,,,,,,,1,browsed a little ,1,1,,tag typo ,913
737,,J,4,93,0,ATV,5,remove,41935,3,,,,,,,,,,,,,,,,,1,"heavily browsed, no leaves",1,1,,tag typo,914
304,,K,2,6.5,-0.6,ATP,2,remove,41933,1,30,20,25,,4,7,1,1,1,1,3,4,2,,,,,,1,1,,removal ineffective,304
305,,K,2,12.8,-0.6,ATP,3,control,41933,1,87,84,44,,55,436,2,3,3,2,3,1,1,3,2,2,,,1,1,,,305
306,,K,2,17.8,-0.9,ATP,2,control,41933,1,18,13,23,,2,0,,,,,,,,,,,,,1,1,,,306
307,,K,2,24.1,-0.4,ATP,3,control,41933,1,54,42,31,,13,32,1,4,2,1,1,2,1,4,1,4,,,1,1,,,307
308,,K,2,30.4,-0.1,ATP,2,remove,41933,1,12,13,17,,1,0,,,,,,,,,,,,,1,1,,,308
309,,K,2,36.3,0.1,ATP,3,control,41933,1,50,62,29,,17,260,2,1,2,3,1,2,3,2,2,4,,,1,1,,,309
310,,K,2,41.2,0.4,ATP,2,control,41933,1,33,22,25,,4,32,2,2,2,2,2,1,3,1,1,2,,,1,1,,,310
311,,K,2,48.3,-0.7,ATP,3,remove,41933,1,60,39,40,,11,64,6,6,8,7,8,12,4,5,9,7,,,1,1,,,311
312,,K,2,54.7,-0.3,ATP,2,remove,41933,1,30,32,30,,4,10,1,1,5,3,1,1,6,2,1,3,,,1,1,,,312
313,,K,2,60.3,-0.4,ATP,3,remove,41933,1,71,47,40,,18,101,7,3,8,5,2,9,8,9,6,10,1,some infls cut-off,1,1,,,313
314,,K,2,66.2,-0.3,ATP,2,control,41933,1,23,29,31,,4,38,4,3,3,4,5,5,2,4,4,3,,,1,1,,,314
315,,K,2,72.8,0,ATP,3,control,41933,1,53,45,27,,13,72,1,2,1,1,2,5,3,3,1,3,1,some infls cut-off,1,1,,,315
316,,K,2,77.1,-0.5,ATP,2,control,41933,1,29,16,22,,2,28,6,3,5,5,4,2,5,2,1,4,,,1,1,,,316
317,,K,2,83.3,0.3,ATP,3,remove,41933,1,99,71,49,,46,203,5,7,6,5,6,10,5,8,9,10,,,1,1,,,317
318,,K,2,90.6,0.9,ATP,2,remove,41933,1,43,32,27,,8,145,6,6,5,6,5,5,4,5,5,6,,,1,1,,,318
319,,K,2,96.3,0.5,ATP,3,remove,41933,1,118,96,49,,65,726,4,3,2,4,1,6,5,3,5,7,,,1,1,,,319
282,,K,3,0,2.8,ATP,1,control,41933,1,3,2,7,2,,,,,,,,,,,,,,,1,1,,,282
283,,K,3,1.7,2,ATP,1,control,41933,1,4,2,5,2.2,,,,,,,,,,,,,,,1,1,,,283
863,,K,3,3,0,ATV,5,remove,41933,1,6,5,5,3.5,,,,,,,,,,,,,,,1,1,,,1036
285,,K,3,4.3,2.5,ATP,1,remove,41933,1,6,5,6,2.9,,,,,,,,,,,,,,,1,1,,,285
286,,K,3,7.1,-1.3,ATP,1,remove,41933,1,6,7,8,3.7,,,,,,,,,,,,,,,1,1,,,286
287,,K,3,9,1.5,ATP,1,control,41933,1,5,5,4,3.1,,,,,,,,,,,,,,,1,1,,,287
508,,K,3,10,-1,ATP,1,remove,41933,1,2,1,4,1.5,,,,,,,,,,,,,,,1,ERROR,,ERROR,1057
864,,K,3,11,0,ATP,5,remove,41933,0,,,,,,,,,,,,,,,,,,,1,1,,,1037
865,,K,3,13,0,ATV,5,control,41933,3,,,,,,,,,,,,,,,,,,no leaves,1,1,,,1038
289,,K,3,14.1,-0.6,ATP,1,remove,41933,1,5,5,7,2.4,,,,,,,,,,,,,,,1,1,,,289
288,,K,3,14.4,0.1,ATP,1,remove,41933,0,,,,,,,,,,,,,,,,,,,3,ERROR,left tag,ERROR,288
866,,K,3,21,0,ATP,5,remove,41933,0,,,,,,,,,,,,,,,,,,,3,0,dry gray ,dry gray,1039
867,,K,3,23,0,ATV,5,control,41933,1,4,4,7,3.6,,,,,,,,,,,,,,,1,1,,,1040
868,,K,3,31,0,ATP,5,remove,41933,1,7,6,8,3.3,,,,,,,,,,,,,,,1,1,,,1041
871,,K,3,33,0,ATV,5,remove,41933,1,5,4,5,3.2,,,,,,,,,,,,,,,1,1,,,1042
291,,K,3,36.5,-1.2,ATP,1,control,41933,1,7,8,8,3.9,,,,,,,,,,,,,,,1,1,,,291
294,,K,3,39.4,-2.2,ATP,1,remove,41933,1,9,6,6,3.4,,,,,,,,,,,,,,,1,1,,removal ineffective,294
293,,K,3,40.1,-1.1,ATP,1,remove,41933,1,10,10,8,5.2,,,,,,,,,,,,,,,1,1,,,293
872,,K,3,41,0,ATP,5,control,41933,1,6,3,6,3.3,,,,,,,,,,,,,,black fuzzy galls,1,1,,,1043
873,,K,3,43,0,ATV,5,control,41933,1,3,3,6,2.3,,,,,,,,,,,,,,,1,1,,,1044
295,,K,3,48,-2.9,ATP,1,control,41933,1,7,5,9,3.7,,,,,,,,,,,,,,,1,1,,,295
874,,K,3,53,0,ATP,5,control,41933,1,3,2,5,1.7,,,,,,,,,,,,,,change y ,1,1,,,1045
296,,K,3,53.9,-3.6,ATP,1,control,41933,1,2,1,5,1.6,,,,,,,,,,,,,,,1,1,,,296
875,,K,3,54,0,ATV,5,remove,41933,1,5,5,6,3.5,,,,,,,,,,,,,,change y ,1,1,,,1046
297,,K,3,59.3,1.8,ATP,1,remove,41933,1,7,5,11,3,,,,,,,,,,,,,,,1,1,,,297
298,,K,3,60.3,-3.4,ATP,1,remove,41933,1,8,6,8,3.4,,,,,,,,,,,,,,,1,1,,,298
876,,K,3,61,0,ATP,5,control,41933,0,,,,,,,,,,,,,,,,,,,1,1,,,1047
299,,K,3,61.8,-4,ATP,1,control,41933,1,5,3,6,2.4,,,,,,,,,,,,,,,1,1,,,299
877,,K,3,63,0,ATV,5,control,41933,0,,,,,,,,,,,,,,,,,,,1,1,,,1048
878,,K,3,71,0,ATP,5,control,41933,0,,,,,,,,,,,,,,,,,,,3,0,probably dead,dry gray,1049
879,,K,3,73,0,ATV,5,remove,41933,1,6,6,6,4.5,,,,,,,,,,,,,,,1,1,,,1050
880,,K,3,81,0,ATP,5,control,41933,0,,,,,,,,,,,,,,,,,,,3,0,probably dead,dry gray,1051
881,,K,3,83,0,ATV,5,remove,41933,3,,,,,,,,,,,,,,,,,,no leaves,1,1,,,1052
882,,K,3,91,0,ATP,5,control,41933,0,,,,,,,,,,,,,,,,,,,1,1,looks unhealthy ,,1053
300,,K,3,92.3,-0.6,ATP,1,control,41933,1,4,3,5,2.4,,,,,,,,,,,,,,,1,1,,,300
883,,K,3,93,0,ATV,5,control,41933,1,4,4,4,3.2,,,,,,,,,,,,,,,1,1,,healthy! ,1054
301,,K,3,94.3,-1.2,ATP,1,control,41933,1,4,4,9,2.6,,,,,,,,,,,,,,,1,1,,,301
302,,K,3,95.6,-1.4,ATP,1,control,41933,1,3,3,7,2.1,,,,,,,,,,,,,,,1,1,,,302
303,,K,3,95.8,0.8,ATP,1,control,41933,1,4,4,8,2.1,,,,,,,,,,,,,,,1,1,,,303
676,,K,4,25,-0.5,ATP,4,remove,41933,NA,,,,,,,,,,,,,,,,,,not there ,0,1,Not there in spring,,676
678,,K,4,35,-0.5,ATP,4,control,41933,1,5,3,7,3,,,,,,,,,,,,,,,1,0,,,678
682,,K,4,55,-0.5,ATP,4,remove,41933,1,6,4,8,2.7,,,,,,,,,,,,,,,1,1,,,682
684,,K,4,65,-0.5,ATP,4,control,41933,1,4,3,8,2.5,,,,,,,,,,,,,,,1,1,,,684
691,,K,4,95,0.5,ATP,4,remove,41933,1,7,5,6,3.2,,,,,,,,,,,,,,,1,1,,,691
368,,L,4,6.3,0.6,ATV,2,remove,41934,1,63,42,61,,16,35,2,1,1,4,3,5,5,6,6,4,,south branch dead,1,ERROR,,ERROR,368
369,,L,4,12.3,0,ATV,3,control,41934,1,58,64,55,,21,0,,,,,,,,,,,,aborted many infls ,1,ERROR,,ERROR,369
370,,L,4,17.5,0.5,ATP,2,control,41934,1,36,22,33,,6,32,3,2,2,3,3,1,1,2,1,2,,,1,ERROR,,ERROR,370
371,,L,4,24,0.8,ATP,3,control,41934,1,98,86,50,,4,86,4,4,4,3,4,4,1,1,1,1,,lots of dead branches,1,ERROR,,ERROR,371
372,,L,4,30.1,0.5,ATV,2,remove,41934,1,48,24,25,,7,0,,,,,,,,,,,,,1,ERROR,,ERROR,372
373,,L,4,38.6,1.1,ATV,3,control,41934,1,116,74,57,,24,95,3,12,10,4,8,8,5,8,4,3,,,1,ERROR,,ERROR,373
374,,L,4,41.4,1.5,ATP,2,remove,41934,1,12,13,15,,1,0,,,,,,,,,,,,,1,ERROR,,ERROR,374
375,,L,4,49,0.3,ATP,3,remove,41934,1,100,94,47,,43,102,12,6,3,4,5,4,7,9,3,6,,dead branches,1,ERROR,some dead branches on edge,ERROR,375
376,,L,4,53.7,0.3,ATV,2,control,41934,1,45,32,36,,9,1,4,,,,,,,,,,,,1,ERROR,,ERROR,376
377,,L,4,60.3,0.6,ATV,3,remove,41934,1,160,122,71,,126,438,8,6,3,3,4,4,4,6,1,5,,,1,ERROR,,ERROR,377
378,,L,4,66.6,-1,ATP,2,control,41934,1,16,18,16,,1,0,,,,,,,,,,,,,1,ERROR,,ERROR,378
379,,L,4,72,-0.7,ATP,3,remove,41934,1,41,37,35,,10,52,8,8,7,2,6,2,2,4,4,2,,,1,ERROR,,ERROR,379
380,,L,4,78.5,-0.1,ATV,2,control,41934,1,29,28,30,,4,0,,,,,,,,,,,,,1,ERROR,,ERROR,380
381,,L,4,80.4,2.9,ATV,3,remove,41934,1,56,46,44,,10,26,8,9,4,4,3,6,4,6,5,8,,half of plant dead,1,ERROR,,ERROR,381
382,,L,4,89.5,-0.9,ATP,2,remove,41934,1,42,18,30,,5,8,6,6,7,7,7,4,9,7,,,,one brown fuzzy gall ,1,ERROR,,ERROR,382
383,,L,4,95.9,-0.2,ATP,3,remove,41934,1,57,47,36,,12,31,9,13,7,8,11,10,6,7,9,9,,,1,ERROR,,ERROR,383
20,,L,3,0.9,-0.3,ATV,1,control,41934,1,2,1,6,2,,,,,,,,,,,,,,,1,ERROR,,ERROR,1073
336,,L,3,4.2,0.1,ATP,1,control,41934,0,,,,,,,,,,,,,,,,,,dry gray ,1,ERROR,,ERROR,336
23,,L,3,4.9,2.5,ATV,1,remove,41934,1,5,3,7,3.1,,,,,,,,,,,,,,,1,ERROR,,ERROR,1074
338,,L,3,15.8,-3.3,ATP,1,control,41934,1,9,7,8,4,,,,,,,,,,,,,,,1,ERROR,,ERROR,338
836,,L,3,20.6,0.4,ATV,1,control,41934,1,2,2,4,1.9,,,,,,,,,,,,,,,1,ERROR,,ERROR,1075
340,,L,3,20.7,-0.7,ATV,1,remove,41934,1,5,4,6,3.4,,,,,,,,,,,,,,,1,ERROR,,ERROR,340
341,,L,3,23.1,-3.9,ATV,1,control,41934,1,5,2,10,4,,,,,,,,,,,,,,brown fuzzy gall ,1,ERROR,,ERROR,341
343,,L,3,25.5,0.9,ATP,1,control,41934,1,7,5,12,4,,,,,,,,,,,,,,brown fuzzy gall ,1,ERROR,,ERROR,343
345,,L,3,27.6,-2.8,ATV,1,control,41934,1,3,3,6,2,,,,,,,,,,,,,,,1,ERROR,,ERROR,345
606,,L,3,29.6,0.2,ATV,1,remove,41934,1,4,2,7,2,,,,,,,,,,,,,,,1,ERROR,,ERROR,1076
346,,L,3,29.7,-0.6,ATV,1,control,41934,1,5,7,11,4.1,,,,,,,,,,,,,,,1,ERROR,,ERROR,346
348,,L,3,30.7,-0.1,ATV,1,control,41934,0,,,,,,,,,,,,,,,,,,no leaves,1,ERROR,lvs with yellow tips,ERROR,348
14,,L,3,30.9,3,ATP,1,control,41934,1,4,3,6,2.4,,,,,,,,,,,,,,,1,ERROR,,ERROR,1079
347,,L,3,31.2,-0.7,ATV,1,remove,41934,1,6,8,15,4.9,,,,,,,,,,,,,,,1,ERROR,,ERROR,347
349,,L,3,33.8,3.6,ATP,1,control,41934,1,5,3,7,2,,,,,,,,,,,,,,,1,ERROR,,ERROR,349
354,,L,3,42.6,-1,ATV,1,remove,41934,1,5,4,10,3,,,,,,,,,,,,,,,1,ERROR,,ERROR,354
