tag1,tag2,site,T,Y,X,spec,class,treat,date,status,c1,c2,ch,stemd1,canopy,infls,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,herbivory,notes,Stat1,Stat2,SpringNotes1,SpringNotes2,ID
485,,C,3,71,0,ATP,5,control,41933,1,3,3,5,2.1,,,,,,,,,,,,,,,1,ERROR,,ERROR,969
806,,C,3,75,-0.5,ATP,4,control,41933,1,5,5,4,1.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,806
807,,C,3,75,0.5,ATP,4,remove,41933,1,8,6,9,3.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,807
507,,C,3,81,0,ATP,5,remove,41933,1,4,3,4,3,,,,,,,,,,,,,,,1,ERROR,,ERROR,971
733,,C,3,83,0,ATV,5,control,41933,1,6,3,10,2.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,972
457,,C,3,91,0,ATP,5,remove,41933,1,6,5,5,2.6,,,,,,,,,,,,,,2 stems,1,ERROR,,ERROR,973
455,,C,3,93,0,ATV,5,remove,41933,1,8,6,9,4.3,,,,,,,,,,,,,,,1,ERROR,,ERROR,974
811,,C,3,95,0.5,ATP,4,remove,41933,1,6,7,10,3.9,,,,,,,,,,,,,,,1,ERROR,,ERROR,811
610,,C,3,97,-0.5,ATV,4,control,41933,1,4,4,11,1.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,610
668,,C,4,12,-0.2,ATV,2,control,41933,1,65,28,42,,11,18,5,5,5,6,4,5,3,5,6,3,,,1,ERROR,replaces dead class 2's on T2,ERROR,1072
510,,C,4,27.2,-0.3,ATV,2,control,41933,1,21,13,35,,1,0,,,,,,,,,,,,,1,ERROR,replaces dead class 2's on T2,ERROR,1071
821,,C,4,38.2,0.2,ATV,2,remove,41933,1,55,43,41,,11,23,8,2,7,7,8,11,10,4,6,7,,,1,ERROR,replaces dead class 2's on T2,ERROR,1070
511,,C,4,82,1.5,ATV,2,remove,41933,1,52,32,36,,12,5,6,8,7,5,4,,,,,,,,1,ERROR,replaces dead class 2's on T2,ERROR,1069
148,,G,1,6.1,-0.5,ATV,2,remove,41933,1,66,34,46,,8,9,4,5,1,4,7,7,6,8,4,,,,1,1,,,148
149,,G,1,12.1,-0.3,ATV,3,control,41933,1,40,31,51,,8,8,9,3,8,4,6,6,1,6,,,,,1,1,,,149
150,,G,1,18.3,0,ATV,2,control,41933,1,33,44,43,,7,1,5,,,,,,,,,,,black stem cankers,1,1,,,150
151,,G,1,23.6,1.3,ATV,3,control,41933,1,48,75,73,,24,59,7,5,11,4,12,10,5,3,3,1,,,1,1,,,151
152,,G,1,29.3,0.4,ATV,2,remove,41933,1,58,29,38,,5,0,,,,,,,,,,,,,1,1,,barely alive,152
153,,G,1,36.1,0.3,ATV,3,control,41933,1,79,57,69,,14,29,6,6,10,7,7,8,6,7,9,4,,"lvs yellow branches thinning, black stem cankers",1,1,,,153
154,,G,1,42.2,0.6,ATV,2,control,41933,1,30,19,27,,6,0,,,,,,,,,,,,,1,1,,,154
155,,G,1,47.4,-0.4,ATV,3,remove,41933,1,66,32,55,,15,13,8,2,4,3,2,5,4,4,2,4,1,many infls browsed,1,1,,broken branch,155
156,,G,1,54.4,0.5,ATV,2,control,41933,1,27,22,40,,3,5,7,7,7,6,8,,,,,,,,1,1,,,156
157,,G,1,56.5,0.5,ATV,3,remove,41933,1,126,65,47,,19,9,5,7,5,7,1,8,2,3,1,,1,infls browsed ,1,1,,,157
158,,G,1,66.4,0.2,ATV,2,remove,41933,1,49,39,41,,9,0,,,,,,,,,,,,gray gall,1,1,,,158
159,,G,1,71.8,0,ATV,3,remove,41933,1,114,88,68,,65,10,13,4,3,6,4,8,6,7,6,2,,black stem cankers,1,1,,,159
160,,G,1,77.9,0.6,ATV,2,control,41933,1,47,40,56,,11,12,7,1,3,1,5,4,2,7,6,8,,,1,1,,,160
161,,G,1,83.3,0.3,ATV,3,remove,41933,1,84,65,66,,26,38,9,3,10,4,10,7,4,3,5,5,,black rust,1,1,few ants on plant ,switched trtment,161
162,,G,1,90.2,0.6,ATV,2,remove,41933,1,33,38,50,,8,3,14,7,7,,,,,,,,,aphids and ants,1,1,lots of ants,,162
163,,G,1,95.4,0.1,ATV,3,remove,41933,1,91,57,61,,23,26,11,11,7,7,13,7,8,9,10,12,,aphids and ants,1,1,,ants on plant,163
693,,G,3,1,0,ATP,5,remove,41933,1,3,2,2,,,,,,,,,,,,,,1,browsed multistem,1,1,,,875
632,,G,3,3,0,ATV,5,control,41933,1,3,2,4,1.8,,,,,,,,,,,,,,,1,1,,,876
732,,G,3,5,-0.5,ATP,4,control,41933,1,4,3,5,2,,,,,,,,,,,,,,,1,1,,,732
532,,G,3,7,-0.5,ATV,4,control,41933,1,1,1,3,1.4,,,,,,,,,,,,,,,1,1,,,532
533,,G,3,7,0.5,ATV,4,remove,41933,3,,,,,,,,,,,,,,,,,1,browsed,1,1,,,533
236,,G,3,11,0,ATP,5,remove,41933,1,7,5,7,3.9,,,,,,,,,,,,,,,1,1,,,877
552,,G,3,13,0,ATV,5,ERROR,41933,0,,,,,,,,,,,,,,,,,,,3,0,,,878
534,,G,3,17,-0.5,ATV,4,remove,41933,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,534
677,,G,3,21,0,ATP,5,remove,41933,1,4,2,7,2.8,,,,,,,,,,,,,,,1,1,,,879
623,,G,3,23,0,ATV,5,control,41933,1,4,4,5,2.8,,,,,,,,,,,,,,,1,1,,,880
736,,G,3,25,-0.5,ATP,4,remove,41933,1,1,1,5,2.1,,,,,,,,,,,,,1,heavily browsed,1,1,,,736
536,,G,3,27,-0.5,ATV,4,control,41933,1,3,2,6,1.5,,,,,,,,,,,,,,,1,1,,,536
599,,G,3,31,0,ATP,5,control,41933,1,5,2,10,2.4,,,,,,,,,,,,,,,1,1,,,881
559,,G,3,33,0,ATV,5,control,41933,1,5,4,5,2.9,,,,,,,,,,,,,,,1,1,,half dry,882
738,,G,3,35,-0.5,ATP,4,control,41933,1,4,2,4,2.3,,,,,,,,,,,,,,,1,1,,,738
538,,G,3,37,-0.5,ATV,4,remove,41933,1,10,8,15,6,,,,,,,,,,,,,,,1,1,,,538
539,,G,3,37,0.5,ATV,4,control,41933,1,4,3,5,1.8,,,,,,,,,,,,,,,1,1,,,539
819,,G,3,41,0,ATP,5,ERROR,41933,0,,,,,,,,,,,,,,,,,,,3,0,,dry,883
535,,G,3,43,0,ATV,5,remove,41933,1,2,2,4,2.2,,,,,,,,,,,,,1,browsed,1,1,,,884
630,748,G,3,51,0,ATP,5,control,41933,1,1,1,7,2.7,,,,,,,,,,,,,1,browsed/new tag,1,1,,,885
657,,G,3,53,0,ATV,5,remove,41933,1,4,3,4,3.9,,,,,,,,,,,,,1,browsed,1,1,,,886
742,,G,3,55,-0.5,ATP,4,control,41933,1,1,1,5,1.7,,,,,,,,,,,,,1,browsed,1,1,"resprouting, browsed",resprouting,742
743,,G,3,55,0.5,ATP,4,remove,41933,1,1,1,3,1.8,,,,,,,,,,,,,1,browsed,1,1,resprouting ,resprouting,743
542,,G,3,57,-0.5,ATV,4,control,41933,1,5,4,7,2.6,,,,,,,,,,,,,,,1,1,,,542
543,,G,3,57,0.5,ATV,4,remove,41933,1,4,3,4,3,,,,,,,,,,,,,,,1,1,,,543
486,,G,3,61,0,ATP,5,control,41933,1,6,5,6,2.8,,,,,,,,,,,,,,,1,1,,,887
434,,G,3,63,0,ATV,5,remove,41933,1,2,2,5,2.9,,,,,,,,,,,,,1,browsed,1,1,,,888
745,,G,3,65,0.5,ATP,4,control,41933,1,5,3,7,2.2,,,,,,,,,,,,,,,1,1,,,745
627,,G,3,71,0,ATP,5,remove,41933,1,6,3,7,2.8,,,,,,,,,,,,,,,1,1,,,889
541,,G,3,73,0,ATV,5,control,41933,1,6,3,6,2.8,,,,,,,,,,,,,,,1,1,,,890
746,,G,3,75,-0.5,ATP,4,control,41933,1,4,3,6,1.5,,,,,,,,,,,,,,,1,1,,,746
747,,G,3,75,0.5,ATP,4,remove,41933,1,3,2,7,3.8,,,,,,,,,,,,,1,browsed,1,1,,,747
450,,G,3,81,0,ATP,5,control,41933,1,5,3,8,2.7,,,,,,,,,,,,,,,1,1,,,891
798,,G,3,83,0,ATV,5,control,41933,1,2,1,3,1.7,,,,,,,,,,,,,1,browsed,1,1,,,892
749,,G,3,85,0.5,ATP,4,control,41933,1,1,1,4,1.7,,,,,,,,,,,,,,,1,1,,,749
548,,G,3,87,-0.5,ATV,4,control,41933,1,2,2,4,1.8,,,,,,,,,,,,,,,1,1,,,548
549,,G,3,87,0.5,ATV,4,remove,41933,1,2,2,2,2.8,,,,,,,,,,,,,1,browsed,1,1,,,549
454,,G,3,91,0,ATP,5,control,41933,1,4,3,5,2.7,,,,,,,,,,,,,,,1,1,lots of galls,,893
568,,G,3,93,0,ATV,5,remove,41933,1,3,2,5,2.6,,,,,,,,,,,,,1,browsed,1,1,,,894
66,,G,4,3.8,0.4,ATV,1,remove,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,66
545,,G,4,3.9,-1.5,ATV,1,control,41934,2,,,,,,,,,,,,,,,,,,plant lost,1,ERROR,,ERROR,1093
67,,G,4,4.9,0.8,ATV,1,control,41934,1,3,2,8,1.8,,,,,,,,,,,,,,,1,1,,,67
74,,G,4,5.4,2.7,ATV,1,control,41934,1,5,4,8,3.9,,,,,,,,,,,,,,,1,1,,,853
68,,G,4,5.7,0.1,ATV,1,remove,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,68
77,,G,4,15.4,-2.2,ATV,1,control,41934,1,5,3,10,4.2,,,,,,,,,,,,,,,1,1,,good,854
740,,G,4,18.5,-0.5,ATV,1,control,41934,1,2,2,6,2.8,,,,,,,,,,,,,1,browsed,1,ERROR,,ERROR,1092
750,,G,4,18.8,-0.3,ATV,1,remove,41934,1,1,1,4,2.5,,,,,,,,,,,,,1,browsed,1,ERROR,,ERROR,1091
70,,G,4,45.6,-0.9,ATV,1,control,41934,1,4,7,8,6.2,,,,,,,,,,,,,1,browsed,1,1,,,70
73,,G,4,49.1,-0.2,ATV,1,remove,41934,1,6,7,8,4.6,,,,,,,,,,,,,1,browsed,1,1,,,852
734,,G,4,59.8,-0.2,ATV,1,remove,41934,1,4,3,5,2.6,,,,,,,,,,,,,,,1,ERROR,,ERROR,1090
75,,G,4,63.3,-0.7,ATV,1,remove,41934,0,,,,,,,,,,,,,,,,,,,1,1,,,75
71,,G,4,73,1.1,ATV,1,control,41934,1,8,6,9,3.6,,,,,,,,,,,,,,,1,1,,,850
78,,G,4,76.7,0.1,ATV,1,control,41934,1,6,4,7,3.3,,,,,,,,,,,,,,,1,1,,,78
69,,G,4,83,-3.3,ATV,1,control,41934,1,1,1,4,3,,,,,,,,,,,,,1,browsed,1,1,,browsed one leaf left,849
79,,G,4,84.3,-0.8,ATV,1,remove,41934,1,4,4,7,4.8,,,,,,,,,,,,,1,browsed,1,1,,,79
81,,G,4,99.4,1.2,ATV,1,remove,41934,1,5,4,8,3.5,,,,,,,,,,,,,,,1,1,missing height in spring 2014,,81
228,,H,1,5.4,0.2,ATV,1,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,228
655,,H,1,7.1,-5,ATV,1,control,41934,1,4,3,7,2.8,,,,,,,,,,,,,1,browsed,1,ERROR,,ERROR,1080
475,,H,1,13.2,-3,ATV,1,remove,41934,1,5,3,6,3,,,,,,,,,,,,,,,1,ERROR,,ERROR,1081
230,,H,1,14.1,0.7,ATV,1,control,41934,1,2,3,8,2.3,,,,,,,,,,,,,,,1,1,,,230
773,,H,1,21.2,0.1,ATV,1,remove,41934,1,4,3,6,2.6,,,,,,,,,,,,,,,1,ERROR,,ERROR,1082
231,,H,1,22.3,0,ATP,1,remove,41934,0,,,,,,,,,,,,,,,,,,no lvs,3,3,"left tag, changed from 1 to 3, because no leaves or measurement","no lvs, changed status from 0 to 3 because it was recorded 1 on 5-21-14, but that seems odd because no measurements were given",231
232,,H,1,42,-2.7,ATV,1,remove,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,845
235,,H,1,47.1,-0.5,ATV,1,remove,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,846
774,,H,1,49.1,-4.6,ATV,1,control,41934,1,4,3,5,2.2,,,,,,,,,,,,,,,1,ERROR,,ERROR,1086
790,,H,1,53.3,1.5,ATV,1,remove,41934,1,3,2,7,2.9,,,,,,,,,,,,,,,1,ERROR,,ERROR,1083
505,,H,1,53.8,0.1,ATV,1,control,41934,1,3,3,6,2.5,,,,,,,,,,,,,,,1,ERROR,,ERROR,1084
233,,H,1,55.7,0,ATV,1,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,233
237,,H,1,61.3,-1.5,ATV,1,remove,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,847
720,,H,1,61.9,2,ATV,1,control,41934,1,4,2,9,3.4,,,,,,,,,,,,,1,browsed,1,ERROR,,ERROR,1085
238,,H,1,65,1.1,ATV,1,control,41934,1,6,3,9,3.3,,,,,,,,,,,,,1,browsed,1,1,,,238
242,,H,1,65,-1,ATV,1,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,848
240,,H,1,66.2,-1.9,ATP,1,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,240
241,,H,1,77,0.4,ATV,1,remove,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,241
244,,H,1,82.3,-0.1,ATV,1,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,244
247,,H,1,85.4,1.2,ATP,1,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,247
246,,H,1,99.7,0.2,ATV,1,remove,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,246
197,,H,2,5.7,-1.1,ATV,2,remove,41935,1,63,48,45,,21,66,7,8,6,8,2,8,6,8,8,10,1,only measured intact infls. ,1,1,,lots of grass,197
196,,H,2,5.9,0.9,ATP,2,control,41935,1,20,12,31,,1,3,2,5,9,,,,,,,,,,1,1,,,196
199,,H,2,11,-3.3,ATV,3,remove,41935,1,65,40,44,,8,1,5,,,,,,,,,,,canopy in 3 parts,1,1,,main branch stomped on,199
198,,H,2,12,0.4,ATP,3,remove,41935,1,113,114,50,,53,126,10,6,12,5,4,4,8,6,6,13,,,1,1,,,198
201,,H,2,18.5,-2.1,ATV,2,remove,41935,1,30,20,27,,3,4,8,7,3,4,,,,,,,,,1,1,,,201
200,,H,2,18.6,0.1,ATP,2,remove,41935,1,36,37,30,,10,21,6,6,6,6,3,4,5,7,5,5,1,only measured intact infls. ,1,1,,,200
202,,H,2,24.3,0.1,ATP,3,control,41935,1,54,43,38,,7,27,4,6,1,4,5,6,6,1,3,1,,,1,1,under pershia,,202
203,,H,2,26.3,-1.8,ATV,3,control,41935,1,59,42,63,,11,13,7,6,4,5,6,1,1,3,5,3,,black stem cankers,1,1,,,203
205,,H,2,30.1,-1.1,ATV,2,remove,41935,1,26,16,37,,2,0,,,,,,,,,,,,,1,1,,,205
204,,H,2,32.2,0.3,ATP,2,control,41935,1,12,15,16,,1,0,,,,,,,,,,,,,1,1,,,204
206,,H,2,35.5,0.1,ATP,3,remove,41935,1,49,47,46,,12,6,3,7,11,10,,,,,,,,measured intact infls. ,1,1,,,206
207,,H,2,37.4,-0.4,ATV,3,remove,41935,1,80,49,54,,17,18,12,15,5,3,9,5,6,7,4,4,,"measured intact infls., infls herbivory",1,1,,,207
209,,H,2,41.1,0.1,ATV,2,control,41935,1,44,45,39,,4,0,,,,,,,,,,,,,1,1,,dying branches,209
208,,H,2,42.4,-0.3,ATP,2,control,41935,1,22,14,23,,1,0,,,,,,,,,,,1,heavily browsed,1,1,,,208
210,,H,2,47.8,0.2,ATP,3,control,41935,1,41,46,38,,5,49,10,5,4,6,7,4,7,7,5,7,,,1,1,,,210
211,,H,2,48.9,-1.6,ATV,3,control,41935,1,59,62,72,,20,13,6,4,4,5,5,4,8,4,5,5,,,1,1,,big broken branch,211
212,,H,2,53.1,0.6,ATP,2,remove,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,212
213,,H,2,54.2,-0.9,ATV,2,remove,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,213
215,,H,2,60.2,1.1,ATV,3,remove,41935,1,103,60,50,,27,21,8,7,7,7,7,6,8,7,9,5,,,1,1,,,215
214,,H,2,60.8,-1.1,ATP,3,remove,41935,1,58,40,41,,12,4,7,12,11,,,,,,,,1,one browsed infls ,1,1,,,214
216,,H,2,65,-1.3,ATP,2,control,41935,1,34,24,27,,4,5,1,3,3,1,3,,,,,,,,1,1,,,216
217,,H,2,66.4,-0.5,ATV,2,control,41935,1,59,44,39,,14,4,5,2,1,2,,,,,,,,,1,1,,,217
218,,H,2,71.4,1,ATP,3,control,41935,1,46,39,30,,4,14,12,4,8,8,9,7,10,8,8,5,,treated separate from the plant to the north ,1,1,,,218
219,,H,2,71.7,-1.5,ATV,3,control,41935,1,78,69,73,,30,99,6,2,3,5,2,3,3,5,5,7,,,1,1,,,219
221,,H,2,77.2,-0.5,ATV,2,control,41935,1,5,5,16,,1,0,,,,,,,,,,,1,browsed,1,1,one live branch. Too close to plant #220,"stomped on, switched status from 0 to 1 because it was recorded alive on 5-22-14",221
220,,H,2,78.1,0,ATP,2,remove,41935,1,27,19,30,,3,0,,,,,,,,,,,,,1,1,,resprouting from base,220
222,,H,2,84.1,1.1,ATP,3,control,41935,1,62,58,41,,12,16,3,3,2,5,5,3,3,3,5,3,,black stem cankers,1,1,,,222
223,,H,2,84.8,-0.5,ATV,3,control,41935,1,62,51,51,,12,54,5,4,3,5,2,5,4,3,1,3,,,1,1,,not removed,223
224,,H,2,89.7,-0.1,ATP,2,remove,41935,1,17,17,27,,1,0,,,,,,,,,,,,,1,1,resprouting,,224
225,,H,2,90.7,0.5,ATV,2,control,41935,1,42,18,25,,1,0,,,,,,,,,,,,,1,1,"x,y change ",,225
226,,H,2,96.1,0.2,ATP,3,remove,41935,1,93,75,38,,27,99,8,7,6,6,7,8,8,9,8,9,,,1,1,,,226
227,,H,2,97.2,-2.7,ATV,3,remove,41935,1,69,62,56,,19,8,8,7,8,5,13,3,8,9,,,,,1,1,,changed trtment,227
488,,H,3,1,0,ATP,5,control,41935,1,5,3,7,3.5,,,,,,,,,,,,,,round galls,1,1,,,915
117,,H,3,3,0,ATV,5,remove,41935,1,1,1,3,2.3,,,,,,,,,,,,,,,1,1,,,916
752,,H,3,5,-0.5,ATP,4,control,41935,1,4,3,7,2.1,,,,,,,,,,,,,,,1,ERROR,,ERROR,752
753,,H,3,5,0.5,ATP,4,remove,41935,0,,,,,,,,,,,,,,,,,,ripped out,1,ERROR,,ERROR,753
494,,H,3,11,0,ATP,5,remove,41935,0,,,,,,,,,,,,,,,,,,,1,1,resprouting from base,"dry gray, changed status from 0 to 1 because it was recorded alive on 5-22-14",917
473,,H,3,13,0,ATV,5,ERROR,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,918
554,,H,3,17,0.5,ATV,4,control,41935,1,3,2,6,2.4,,,,,,,,,,,,,,,1,ERROR,,ERROR,554
280,,H,3,21,0,ATP,5,control,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,919
502,,H,3,23,0,ATV,5,remove,41935,1,4,3,6,3.9,,,,,,,,,,,,,1,browsed,1,1,,,920
556,,H,3,27,-0.5,ATV,4,control,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,556
557,,H,3,27,0.5,ATV,4,remove,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,"browsed, left tag",ERROR,557
754,,H,3,33,0,ATV,5,ERROR,41935,0,,,,,,,,,,,,,,,,,,,3,0,,dry gray,922
758,,H,3,35,-0.5,ATP,4,control,41935,0,,,,,,,,,,,,,,,,,,,1,ERROR,barely alive,ERROR,758
759,555,H,3,35,0.5,ATP,4,remove,41935,1,3,1,4,2.2,,,,,,,,,,,,,,,1,ERROR,,ERROR,759
558,,H,3,37,-0.5,ATV,4,remove,41935,1,4,3,7,2.5,,,,,,,,,,,,,1,browsed,1,ERROR,,ERROR,558
613,,H,3,41,0,ATP,5,control,41935,1,1,1,1,3.4,,,,,,,,,,,,,1,browsed,1,1,,,923
471,,H,3,43,0,ATV,5,ERROR,41935,0,,,,,,,,,,,,,,,,,,,3,0,,dry gray,924
761,,H,3,45,0.5,ATP,4,control,41935,1,4,3,8,2.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,761
560,,H,3,47,-0.5,ATV,4,remove,41935,1,4,2,5,3.6,,,,,,,,,,,,,1,browsed,1,ERROR,,ERROR,560
561,,H,3,47,0.5,ATV,4,control,41935,1,5,2,6,2,,,,,,,,,,,,,,,1,ERROR,,ERROR,561
824,,H,3,51,0,ATP,5,remove,41935,0,,,,,,,,,,,,,,,,,,"no lvs, dry",1,1,,,925
290,,H,3,54,0,ATV,5,control,41935,1,6,5,6,3.8,,,,,,,,,,,,,,,1,1,,,926
762,,H,3,55,-0.5,ATP,4,remove,41935,1,1,1,3,2.1,,,,,,,,,,,,,1,heavily browsed,1,ERROR,,ERROR,762
562,,H,3,57,-0.5,ATV,4,remove,41935,3,1,1,5,2.9,,,,,,,,,,,,,1,heavily browsed,1,ERROR,,ERROR,562
563,,H,3,57,0.5,ATV,4,control,41935,1,2,3,5,2.2,,,,,,,,,,,,,,,1,ERROR,,ERROR,563
756,,H,3,61,0,ATP,5,remove,41935,1,1,1,3,2.3,,,,,,,,,,,,,1,heavily browsed,1,1,,,927
465,,H,3,63,0,ATV,5,ERROR,41935,0,,,,,,,,,,,,,,,,,,,3,0,might have been browsed,dry no lvs,928
765,,H,3,65,0.5,ATP,4,control,41935,1,5,3,7,2.5,,,,,,,,,,,,,,,1,ERROR,,ERROR,765
564,,H,3,67,-0.5,ATV,4,control,41935,1,3,2,9,2.5,,,,,,,,,,,,,,,1,ERROR,,ERROR,564
547,,H,3,70,0,ATP,5,control,41935,1,3,2,3,2.2,,,,,,,,,,,,,,,1,1,,browsed resprouting,929
474,,H,3,73,0,ATV,5,remove,41935,0,,,,,,,,,,,,,,,,,1,browsed,1,1,,,930
800,,H,3,81,0,ATP,5,remove,41935,1,1,1,2,2.4,,,,,,,,,,,,,1,browsed,1,1,,,931
602,,H,3,83,0,ATV,5,control,41935,3,,,,,,,,,,,,,,,,,,no leaves,1,1,,,932
768,,H,3,85,-0.5,ATP,4,control,41935,1,3,2,5,1.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,768
769,,H,3,85,0.5,ATP,4,remove,41935,1,7,4,8,2.8,,,,,,,,,,,,,1,browsed a little ,1,ERROR,,ERROR,769
569,,H,3,87,0.5,ATV,4,control,41935,0,,,,,,,,,,,,,,,,,1,browsed,1,ERROR,,ERROR,569
255,,H,3,89.8,-0.5,ATP,1,control,41935,1,5,4,8,4.2,,,,,,,,,,,,,1,browsed,1,1,"x, y change, transect change","could not find it, changed status from 2 to 1 because it was alive on 5-22-14",255
459,,H,3,91,0,ATP,5,control,41935,1,3,2,4,2.4,,,,,,,,,,,,,,,1,1,,,933
481,,H,3,93,0,ATV,5,control,41935,1,1,1,6,2.3,,,,,,,,,,,,,1,browsed,1,1,,,934
771,,H,3,95,0.5,ATV,6,remove,41935,0,,,,,,,,,,,,,,,,,,,1,ERROR,one leaf seedling still alive,ERROR,1087
254,,H,5,17.6,-3.4,ATP,1,control,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,254
259,,H,5,50.6,-12.9,ATP,1,control,41935,1,4,3,6,2.5,,,,,,,,,,,,,,,1,ERROR,,ERROR,259
478,,H,5,53,-0.4,ATP,2,control,41935,1,37,31,37,,4,4,5,2,3,1,,,,,,,,change species,1,ERROR,underneath large ATV,ERROR,1089
858,,H,5,54.4,-0.8,ATV,2,control,41935,1,40,23,37,,5,6,3,6,3,4,2,2,,,,,,,1,ERROR,broken branch on east side,ERROR,1088
256,,H,5,69.1,-8.3,ATP,1,remove,41935,1,4,3,4,,,,,,,,,,,,,,,multistem resprouting ,1,ERROR,,ERROR,256
250,,H,5,69.7,1,ATP,1,remove,41935,1,6,3,11,3.3,,,,,,,,,,,,,,,1,ERROR,,ERROR,250
251,,H,5,71,-0.8,ATP,1,control,41935,1,2,2,3,1.6,,,,,,,,,,,,,,,1,ERROR,,ERROR,251
252,,H,5,72.1,-2.2,ATP,1,control,41935,1,3,3,9,3,,,,,,,,,,,,,,,1,ERROR,,ERROR,252
257,,H,5,76.4,-1,ATP,1,remove,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,844
253,,H,5,89,2,ATP,1,control,41935,1,4,2,8,2.6,,,,,,,,,,,,,,,1,ERROR,,ERROR,253
249,,H,5,91,3.5,ATP,1,control,41935,1,4,3,7,2.2,,,,,,,,,,,,,,,1,ERROR,added to replace dead ATPs ,ERROR,1117
258,,H,5,92.4,-10,ATP,1,remove,41935,1,7,8,13,4,,,,,,,,,,,,,,,1,ERROR,,ERROR,258
916,,H,6,12.4,0.2,ATP,1,control,41935,1,6,5,7,2.2,,,,,,,,,,,,,,,1,ERROR,added to replace dead ATPs ,ERROR,1111
917,,H,6,24.9,16.5,ATP,1,remove,41935,1,1,1,4,1.9,,,,,,,,,,,,,,,1,ERROR,added to replace dead ATPs ,ERROR,1112
918,,H,6,31.7,4.5,ATP,1,control,41935,1,4,1,10,2.9,,,,,,,,,,,,,,,1,ERROR,added to replace dead ATPs ,ERROR,1113
919,,H,6,55.8,9.3,ATP,1,remove,41935,1,2,2,4,2.4,,,,,,,,,,,,,1,browsed,1,ERROR,added to replace dead ATPs ,ERROR,1114
921,,H,6,103,14.5,ATP,1,control,41935,1,5,2,7,2.3,,,,,,,,,,,,,,changed x ,1,ERROR,added to replace dead ATPs ,ERROR,1116
920,,H,6,105,14.5,ATP,1,remove,41935,1,5,3,7,2.8,,,,,,,,,,,,,,changed x ,1,ERROR,added to replace dead ATPs ,ERROR,1115
180,,I,1,13.6,-1.5,ATP,1,control,41935,1,10,7,9,5.1,,,,,,,,,,,,,,,1,1,,frost heave,180
181,,I,1,20.2,-0.7,ATP,1,remove,41935,1,7,7,9,3.3,,,,,,,,,,,,,,,1,1,,,181
182,,I,1,32.2,0,ATP,1,remove,41935,1,3,3,5,2,,,,,,,,,,,,,,,1,1,,top died but resprouting from stem,182
183,,I,1,34.3,-2,ATP,1,remove,41935,1,7,5,7,3,,,,,,,,,,,,,,,1,1,,,183
184,,I,1,43.8,-0.3,ATP,1,control,41935,1,9,7,9,4.1,,,,,,,,,,,,,,,1,1,,,184
185,,I,1,46.1,0.4,ATP,1,remove,41935,1,8,6,10,3.7,,,,,,,,,,,,,,,1,1,,,185
186,,I,1,49,0.9,ATP,1,remove,41935,1,4,5,9,2.8,,,,,,,,,,,,,,,1,1,,,186
187,,I,1,50.3,-0.6,ATP,1,control,41935,1,4,3,6,2.1,,,,,,,,,,,,,,,1,1,,,187
188,,I,1,50.7,1.7,ATP,1,control,41933,1,4,3,8,2.5,,,,,,,,,,,,,,,1,1,,,188
191,,I,1,52.7,0.5,ATP,1,remove,41933,1,7,7,10,3.4,,,,,,,,,,,,,,,1,1,,,191
192,,I,1,62.2,0,ATP,1,control,41933,1,5,4,7,2.6,,,,,,,,,,,,,,,1,1,,,192
193,,I,1,67.4,0.5,ATP,1,remove,41933,1,8,6,9,3.6,,,,,,,,,,,,,,,1,1,,,193
