ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration
1,44.20315124,-112.1835286,1633.153076,2012-09-12T19:14:44Z,,,ART.A.1,10-SEP-12 2:59:35PM,10-SEP-12 2:59:35PM,,"Flag, Blue",,,,,,,,,,,,SymbolAndName,,
2,44.20425078,-112.1836439,1618.012207,2012-09-12T19:14:44Z,,,ART.A.2,10-SEP-12 5:11:44PM,10-SEP-12 5:11:44PM,,"Flag, Blue",,,,,,,,,,,,SymbolAndName,,
3,44.21865064,-112.1468938,1659.829346,2012-09-12T19:14:44Z,,,ART.B.1,11-SEP-12 9:32:56AM,11-SEP-12 9:32:56AM,,"Flag, Blue",,,,,,,,,,,,SymbolAndName,,
4,44.26250685,-112.1543685,1692.51416,2012-09-12T19:14:44Z,,,ART.C.1,11-SEP-12 11:35:06AM,11-SEP-12 11:35:06AM,,"Flag, Blue",,,,,,,,,,,,SymbolAndName,,
5,44.27210044,-112.149733,1723.276123,2012-09-12T19:14:44Z,,,ART.D.1,11-SEP-12 1:02:51PM,11-SEP-12 1:02:51PM,,"Flag, Blue",,,,,,,,,,,,SymbolAndName,,
6,44.28823493,-112.136727,1752.115234,2012-09-12T19:14:44Z,,,ART.E.1,11-SEP-12 2:15:47PM,11-SEP-12 2:15:47PM,,"Flag, Blue",,,,,,,,,,,,SymbolAndName,,
7,44.30195075,-112.1547489,1783.838623,2012-09-12T19:14:44Z,,,ART.F.1,11-SEP-12 3:25:57PM,11-SEP-12 3:25:57PM,,"Flag, Blue",,,,,,,,,,,,SymbolAndName,,
